cluster_label,rank,similarity_to_cluster_centroid,chunk_id,doc_id,excerpt,projeto,publico,marca_foco,tipo_sessao
km_002,1,0.7094724178314209,doc_c1b714ce1513e838_pp_ch_0008,doc_c1b714ce1513e838,"O que mais que transmite quando a gente olha para essas propagandas? Josiane, o que transmite para você essas propagandas? Não tem idade, né? A pessoa assim, tanto jovem como mais pessoas idosas, pode utilizar ele que dá o resultado, né? Principalmente porque com o tempo a gente vai perdendo a elasticidade da pele, na elasticidade, mas tem que usar antes de perder a elasticidade, né? Já tem que começar a usar logo. Não deixar para quando já estiver cheia de rúga, tem que ter a prevenção, né? De cara na foto, eu sinto que é uma marca inclusiva, porque ela mostra... Nessa foto, por exemplo, tem uma asiática, uma negra e uma senhora mais branca. Então, ela remete à ideia de que é para qualquer mulher, qualquer tipo de mulher, não uma mulher em específico. Essa é a primeira imagem que me passa a propaganda. E o que você acha disso? É ótimo, porque antes, quando a gente via essas propagandas,",gaia_ii,nao_inferido,nao_inferido,nao_inferido
km_002,2,0.6773320436477661,doc_40a5bd913d6434d3_pp_ch_0009,doc_40a5bd913d6434d3,"É porque eu conheço essa linha. Mas falando só a partir da... Dessas imagens, dessas imagens, eu acho assim, tu vê a variação dos produtos, tu tem cremes de tratamento, rejuvencimento, tônico, essa preocupação também com a pele da mulher negra. Que é uma pele diferenciada, é uma pele mais... O tratamento também tem que ser diferenciado da pele branca, que é uma pele mais sensível, não sei se ela é muito flácida, não sei, eu acho que é diferente. Então isso aí me passa comprometimento deles com a beleza. Agora, gente, vocês vão completar uma frase para mim, tá? Que é assim, as propagandas de Lancôme transmitem o quê? Em uma palavra, como você resumiria as impressões passadas por essas propagandas? Eda, o que ela transmite? Confiança, qualidade. Também, confiança. Confiança no produto. Agora eu vou passar uma outra marca, tá bom? Podem olhar. E aí, vocês vão me falando, assim como a gente ",gaia_ii,nao_inferido,nao_inferido,nao_inferido
km_002,3,0.6676229238510132,doc_d42528cd9f4f9278_pp_ch_0010,doc_d42528cd9f4f9278,"Tá bom. Sim. Então, olhando aqui para essa imagem. Então, tem várias propagandas aqui de uma marca. E eu quero que vocês me contem aí o que essas propagandas transmitem, quais são os sentimentos, as emoções que elas despertam, que mensagens que ficam quando a gente olha para esse conjunto de propagandas dessa marca. Podem ir falando, tá, meninas? A juventude... Oi, desculpa? Mota bem como a gente falou da diversidade de peles, né? Onde que a gente vê isso, Jasmine? Essa questão da diversidade de peles? A gente tem uma senhora branca, a gente tem uma asiática, a gente tem uma mulher negra, a gente tem uma jovem com a pele branca. Tem uma parda. Tem uma parda. Quem falou juventude? A primeira que falou juventude, Gi? Me conta aí, onde que a gente vê juventude? Eu falo assim que em si mostra os produtos e a forma como a pele é mostrada nas imagens, traz a sensação de juventude, de manter a ",gaia_ii,nao_inferido,nao_inferido,nao_inferido
km_002,4,0.6580604910850525,doc_1cecf4bbb8f06cf1_pp_ch_0006,doc_1cecf4bbb8f06cf1,"Fala Silvane. Para mim aqui, essa leveza, essa embalagem mais clean aqui, dá a impressão que é produto já para limpeza de pele, e esse outro aqui mais sofisticado, que fica bem aqui no meio, com essa tampinha dourada, ela já transmite cuidado maior com a pele, embalagens práticas, Me conta uma coisa. Na verdade, agora vocês vão completar a frase para mim, tá? As propagandas de clinique me transmitem o quê? Em uma palavra. Que palavra você usaria, Silvani? Leveza. Priscila? Praticidade. Eu vou mostrar agora de outra marca e a gente vai fazer a mesma coisa. Espera só pouquinho. A minha queridinha. Vamos olhar. E aí o que eu vou pedir pra fazer? Eu sei que vocês são consultoras Natura, mas eu vou pedir só pra vocês separarem pouquinho do papel de consultoras agora, olharem pra essas imagens e me contar o que elas transmitem. Olhando pra elas, que mensagem, assim como vocês fizeram com o Cli",gaia_ii,nao_inferido,nao_inferido,nao_inferido
km_002,5,0.6576644778251648,doc_90e2fc7494d27bd2_pp_ch_0021,doc_90e2fc7494d27bd2,"É, a diversidade aqui tá bem mais, uau, né? Interessante de se ver, claro que eu acho que numa propaganda não aparece tudo isso, mas essa foto aqui também que a Márcia chamou a atenção, eu acho que está linda, está interessante, não é só diversidade de cor, é diversidade de idade, então ela está mesmo bem abrangente em relação ao que ela quer passar, para todas as peles, para todas as idades, e claro, não para todas, mas específico para, e abrange todas, claro, uma para cada. Não tenho o que falar, as fotos são lindas, as cores, como sempre, aquela história, são delicadas, mas o que mais? Acho que é isso. Olhando para as mulheres, né? Qual que é a tua relação aí, né? Quem são essas mulheres? Que impressão que passa? Você falou pouco dessa diversidade, né? A diversidade maior e abrangente, não só em cor, mas em pele, cor, idade, elas parecem, algumas, com exceção das mais jovens, mas as m",gaia_ii,nao_inferido,nao_inferido,nao_inferido
km_003,1,0.6230121850967407,doc_ee180b4e719d4d7e_pp_ch_0027,doc_ee180b4e719d4d7e,"Fez o sentido, o bobo, falando o que ia acontecer, é porque teve o tempo e ficou assim. Tá, entendi. O último que eu passei foi o ciclo XVI de Avon? Natura. Avon, aquela imóvel da casa que veio de Chupacabita, vendia uns copinhos, mas nem passei o pedido, porque nem ia pontuar mesmo, então... Nem ia, né? E tá difícil de vender mesmo. Você apresenta o catálogo, apresenta o espaço digital. E tipo assim, não entendo muito o interesse das pessoas. Tá. Deixa eu só pegar uma coisa da Amanda, que foi lá simplesmente no vendia bom. Você tinha algum pedido que algum cliente queria e você não conseguiu por causa do pedido mínimo? Que aconteceu comigo. Ou seja, não é que não teve... Você teria, só que não era o suficiente pra fazer do jeito que você queria. Em algum momento você tinha alguém querendo o produto, mas você não tem como pedir só 3 milhões. Já que tive a fusão das duas, seria bom... Com",mercato_brasil,nao_inferido,nao_inferido,nao_inferido
km_003,2,0.6208178400993347,doc_d9b928d2f9d57ae9_pp_ch_0021,doc_d9b928d2f9d57ae9,"Não tá à disposição, exatamente. Olha, eu tive gente que me procurou ainda, porque pegou uma líder da Avon, porque a pessoa não passou o pedido dela no fechamento. Aí eu até falei com a minha amiga, eu falei, Lu, como é que era antes? Ela falou assim, parece que na Avon você perdia o cadastro dentro de ano, e a Natura é cada seis ciclos, né? Que a gente fala, você cessa cada seis ciclos se você não passar o pedido. E essa pessoa quase perdeu o cadastro, só não perdeu porque eu falei, não, fica tranquila que eu tô sabendo, vai ter congelamento. Aí ela, rewind, ainda bem que eu te liguei. Porque a pessoa não passou o pedido, tipo, você manda o dia de fechamento e a gente fica, eu ficava até a minha noite. Você fica lá, né? Sim, você fica de olho. E aí depois essa líder me procurou, essa amiga, falou, Ju, realmente, essa pessoa me procurou e Não é só o caso dessa menina que trabalhou com vo",mercato_brasil,nao_inferido,nao_inferido,nao_inferido
km_003,3,0.6125376224517822,doc_047d9aa2d7261b26_pp_ch_0055,doc_047d9aa2d7261b26,"Mas vocês não sentiram esse impacto? Porque vocês já estavam no mínimo da volta. Mas é por causa do nível. Se você fizer o nível semente bronze... Você vai ver a reclamação porque o. Nível de comissão é menor. E outra coisa, risco. Não tinha risco porque era sua avó. Porque muitas casas com a avó compravam só para uso familiar. Não vai. Elas reclamaram disso. Teve algumas que reclamaram por conta disso. Porque era só mais no uso familiar delas. Porque pode até sair agora valor mais ou menos equivalente se ela pegar produtos promocionados, porque tá relacionado com os pontos, mas se é uso próprio, é coisa que ela usa, nunca muda nada. A Patrícia falou a mesma coisinha. Patrícia, você falou, aconteceu comigo. Então, a minha vizinha, ela era só avô, aí ela começou a pegar de mim, Natura, né? Aí, agora teve essa fusão, Aí ela falou assim, mas você não vai pegar, até mesmo a minha líder, que ",mercato_brasil,nao_inferido,nao_inferido,nao_inferido
km_003,4,0.6053857803344727,doc_d9b928d2f9d57ae9_pp_ch_0023,doc_d9b928d2f9d57ae9,"Em 3 dias você pediu no sábado, na quarta estava em casa. Agora eles vêm sem o boleto, pedido cancelado. Mais os pedidos que fiz por Natura, por avô. No meu caso está total. Dá pedido cancelado e acabou. Não vai entregar. Eu fiz ontem do ciclo 19 e estou olhando no aplicativo. Vamos tentar. Atrasa e cancelamento de pedido. Isso. Tanto de produtos Natura, de produtos da Honda, não faz. O meu não está terminado. O meu está terminado. O meu foram as duas. O meu só está atrasado. O meu não está atrasado. O meu já tem nove dias. O meu chegou com três dias. Vamos tentar entender o que a gente tem. O que é a fusão? O que mexeu no negócio de vocês? Porque eu vi que tem negócio assim na administradora. O meu mexeu sim. Eu tinha umas meninas que vendiam para mim. Eu dava comissão para elas da Natura. E elas vendiam só rum. Hoje não. Hoje elas não pedem mais para mim e vendem rum. Mas só que a Natu",mercato_brasil,nao_inferido,nao_inferido,nao_inferido
km_003,5,0.6006731390953064,doc_4b466654cd374bdf_pp_ch_0028,doc_4b466654cd374bdf,"Saco, você foi mesmo, não teve negócio... Não teve negócio assim, tipo... Veio a público, por exemplo? Não, não teve. Então isso gera muita dúvida... Além disso, chegou, conversou comigo, olha, vai entrar no jogo, tudo... Mas também foi isso. Mas a sua líder, Natura, que falou pra você. A minha líder, Natura, só disse que ela não ia ser mais líder devido a fusão que a gente já sabia. Pelos crew que a gente já tava. Mas que ela ia pra outro patamar dentro da empresa, mas se eu precisasse dela, tinha o contato dela pessoal e fulano de tal. A minha líder era a partir de agora. E aí, eu conheci a líder na festa de [IDADE] anos. De consultora de [IDADE] anos. Então, pera lá. A gente soube meio de lá. É, da Rádio Peão. Português, claro, foi da Cádipiano. É, e você falou, né, que tava vendo aqui na rotina... Não, mas era, tipo, cara, foi assim, do nada, eu fui passar pedido da Natura, tinha map",mercato_brasil,nao_inferido,nao_inferido,nao_inferido
km_004,1,0.6146383881568909,doc_33640fb8f77ec4a8_pp_ch_0036,doc_33640fb8f77ec4a8,"Imagem de marca, então, sem muita distinção também entre Boticário, Natura. Embalagem, né? A gente perguntou sobre a embalagem e ele, enfim, pouco liga, né? Assim, não tirou nada ali. Cesteiro pra ele que é o importante, né, Dani? É o cheiro. O que? O cheiro. Era o cheiro, assim. E ele falou, voltou muito na questão, né? A gente falou do que melhorar, não sei o que. Ele não fala assim, sei lá, não vejo uma propaganda. Ele não falou nada, assim. Era o lugar do... Não, o perfume tem que fixar bem, só que... Pouco conhecimento sobre perfumação. Mais por uma ideia construída de superioridade da perfumaria. Tanto que o Antônio Bandeiras é a única perfumaria que ele falou que é para ocasiões especiais e as outras eram mais para o dia a dia. Então o caiaque ele usa para ir na academia, para ir no mercado. E ele não tem uma perfumaria mais potente, tipo essencial da natura, que seria o equivalen",3cs_perfumes,nao_inferido,nao_inferido,entrevista_em_profundidade
km_004,2,0.6038436889648438,doc_9e6379543f294d71_pp_ch_0015,doc_9e6379543f294d71,"Ela fala muito do uso de perfumaria pra ela com essa relação afetiva, assim. Então, ela falou do biografia que ela passa porque lembra o cheiro de uma amiga, falou de alguma fragrância que lembrava a avó dela, até se emocionou nessa hora, falou que gosta muito de perfume X, eu não lembro o que era porque ex-namorado deu, Então ela falou muito sobre essa questão emocional no uso e aí também dá para perceber essa relação emocional nela com a fragrância Luna. É perfume que ela gosta muito e que ela não deixa de ter muito por essa relação afetiva com a marca. Nenhum momento ela fala assim, nossa, eu vou muito para os lançamentos. Ela é bem apegada aos itens que ela usa. Basicamente é o Luna e Florata, mas com destaque pouquinho maior pro Luna, que acho que é a fragrância que ela não deixaria de ter. Mas o que eu senti, Tamari, ela não é aquela consumidora engajada em perfumaria. Ela tem essa",3cs_perfumes,nao_inferido,nao_inferido,entrevista_em_profundidade
km_004,3,0.5936212539672852,doc_1d7aeba5c3deb241_pp_ch_0022,doc_1d7aeba5c3deb241,"Pensando mais em produto, além disso que os clientes falam que o Boticário tem melhor duração, ela traz alguma percepção dela também em relação à diferença de produto? Sim, ela pessoalmente gosta de perfumes que façam você... Para ela o perfume é para você ser elogiada. Essa é a relação dela com o perfume. Para você sentir bem e para o outro te elogiar. Essa é a relação dela. Então ela gosta de perfumes que ela chama de agradável, chamativo e sexy. Esses foram os termos que ela usou. E que ela adora perfume doce, então ela tá sempre mudando, mas sempre tem que ser sexy, chamativo e doce. E aí o que ela trouxe que ela gosta do lily, essencial e luna. Mas aí quando ela trouxe a caixa de uso pessoal, tinham lá uns 18 perfumes. Então, é. Mas isso mais para uso pessoal dela. Para a venda, ela não tem tanto esse direcionamento de algum caminho olfativo, de características mais específicas de c",3cs_perfumes,nao_inferido,nao_inferido,entrevista_em_profundidade
km_004,4,0.5910273194313049,doc_e88651825b162294_pp_ch_0029,doc_e88651825b162294,"O homem, pra mim, essa coisa muito fiel ao perfume, muito menos envolvido. E a mulher que fica no papel muito de recompra do produto do homem. Então, óbvio, perfumaria tá tudo ali no catálogo, Naturia Boticário, Domino. Perfumaria pra homem, quem compra é a mulher, muito num lugar de reposição. Pra mim, o que eu entendi é que qualidade é durabilidade e fragrância, então tem que durar. Então isso praticamente, o que é qualidade e durabilidade? Importados ainda tem uma grande aura de reputação e qualidade, né? Então por isso que o cara queria dar uma coisa especial, levou ela pra uma perfumaria pra comprar perfume importado. Depois eu até montei uma apresentação que traz muito o que eu vi da concorrência. Então mesmo marcas básicas como Boticário e Granado já se elevando a esse nível de construção de imagem de importados. Porque eu fiz a visita nas lojas. Então a gente vê o Boticário tendo",3cs_perfumes,nao_inferido,nao_inferido,entrevista_em_profundidade
km_004,5,0.5839550495147705,doc_b5d06e16e286306b_pp_ch_0019,doc_b5d06e16e286306b,"Esse C.F. Era C.F. Que valoriza a perfumaria desde pequeno. Também me chamou muita atenção de como a relação com a perfumaria é uma relação longínqua. Ele tem [IDADE] anos. Ele começou a usar perfumaria por causa do irmão, que usava Boticário, usava Portinari. E aí, meados de 2007, 2008, ele fez a migração para Natura Homem, na época. Gostou do produto e, em algum momento na década seguinte, ele acabou migrando para a Essencial por ter experimentado em função de amigo do trabalho que apresentou o produto. Ele é fissurado em Essencial, como a Adri comentou, de fato, a marca encantou muito ele, mas mais do que a marca especificamente, o envolvimento dele com a marca é menos sobre a marca e mais com o caminho olfativo e a projeção do perfume. Ele me parece ser uma pessoa que tem envolvimento muito mais com a questão funcional da coisa. Óbvio, tem a questão projetiva e envolvida, que é perfu",3cs_perfumes,nao_inferido,nao_inferido,entrevista_em_profundidade
km_005,1,0.5875202417373657,doc_d3a4fcca193fb469_pp_ch_0005,doc_d3a4fcca193fb469,"Mas como que era? O que mostrava? Descreve para mim essa propaganda. Mostrava uma mulher se hidratando, mostrou no fundo essa coisa da Amazônia, do produto Tucumã, que eu também não conheço, e é uma calmaria, como se você estivesse em ambiente de uma calmaria, uma coisa mais, sabe? Estou na paz. Falou alguma coisa sobre o produto? Você lembra de ter ouvido ou visto alguma mensagem sobre o produto? Falou, teve uma mensagem sobre o produto falando do Tucumã, mas eu não me lembro exatamente das palavras, mas falou sim, mas eu não me lembro. Francesca, conta pra mim essa propaganda, como que era? A imagem da moça se hidratando com a pele molhada, Eu vejo ela com a pele úmida, não sei se ela... Tem a propaganda que fala do ácido aeronômico, né? E o Tucumã é mais ou menos crônus para o corpo. E ele fala o que na propaganda do Tucumã? É cuidado do corpo com ele feito com ácido aeronômico. Então",rosacea,nao_inferido,nao_inferido,nao_inferido
km_005,2,0.5725096464157104,doc_20c080a645217030_pp_ch_0015,doc_20c080a645217030,"E a Natura se preocupou, como ela mesma falou, em uma questão com valor mais acessível, onde a gente pode ter teor de uma hidratação de ácido hialurônico para nosso corpo menor, mas que também vai estar nos beneficiando. Então, eu vejo que a natura só tem a ganhar com isso. Coisa que eu não vi ainda em questão de outras marcas. Fernanda, como fica isso pra você? Pra mim é a mesma coisa que elas falaram, é... O que acontece? Essa questão do ácido, ela tá vindo muito forte agora, né? Que antes não vinha, agora ela tá vindo muito forte. Então, é muito importante que a natura está entre... Tá no meio disso, que é uma coisa nova, né? Uma coisa atual. Então, mostra que a natura tá se revolucionando todos os dias, com as novas informações que tem, pra trazer mais hidratante corporal com mais benefícios pra gente. Mas quando a gente assiste essa propaganda, ela passa essa impressão, pouco do que",rosacea,nao_inferido,natura,nao_inferido
km_005,3,0.5643575191497803,doc_20c080a645217030_pp_ch_0007,doc_20c080a645217030,"Naile, como você contaria aí essa propaganda pra uma pessoa que acabou de chegar? Tá fechado o seu som, Naile. Oi, eu iria falar que mostra uma moça passando o hidratante ali e aparece a flor, eu não sei, eu nem sabia o nome da flor. Mas aparece uma flor ali representando o ácido hialurônico, né? Que vai ser o principal componente do hidratante pra ela, pra trazer benefício maior pra aquela hidratação na pele dela. E de que marca que era? Natura. Natura. Franciele, como que você contaria essa propaganda? Contaria que é uma propaganda de hidratante corporal, onde aparece, no fundo da propaganda, aparece floresta e fala sobre o hidratante, onde ela vai passando pelo corpo, mostrando a leveza, a maciez que aquele hidratante está proporcionando, e fala também dos benefícios da composição. Fala sobre o ácido hialurônico, que traz mais hidratação ao corpo, É, basicamente isso. Ana, como você c",rosacea,nao_inferido,natura,nao_inferido
km_005,4,0.5567466020584106,doc_d61537ccd540a8ec_pp_ch_0020,doc_d61537ccd540a8ec,"O que mostra? Começa com uma moça mostrando, acredito que seja, não sei se é sabonete, acredito que seja algum fruto, alguma fruta, e ao fundo sons da natureza, de pássaros, de água corrente, e posteriormente dizendo, fala a frase, que eu não sei muito bem como é que é a frase no momento, porque é uma frase grande, mas ao decorrer da propaganda ela diz que o produto, ele vai fazer com que o teu corpo produza ácido hialurônico e depois mostra a moça utilizando o produto, passando no braço também o produto e fecha com a propaganda da Natura, dizendo lá, mostra também o produto, né? E fecha com a propaganda da Natura, com o logo da Natura. Sarah, como que é? Fala Mari, pode falar. Eu achei que as imagens, né? Os vídeos visual foi muito mais rápido, foi pouco difícil decorar, vamos dizer assim, tudo que foi visto. Eu consegui pegar mais a parte auditiva, que ele fala que se você puder sentir",rosacea,nao_inferido,nao_inferido,nao_inferido
