segment_col,segment_value,label_col,label,auto_label,n_chunks_segment_label,n_chunks_segment_total,share_in_segment,global_share,diff_pp_vs_global,lift_vs_global,insight_score,representative_excerpt,insight_sentence
projeto,gaia_ii,lda_topic_id,lda_00,embalagem / atencao / produto / parece,156,416,0.375,0.034967845659163985,0.340032154340836,10.724137931034484,515.8170528883469,"Esse do meio tem uma sofisticação? Oi! Isso, isso. Me conta pouquinho sobre isso. Como que você percebeu a sofisticação aí, Anny? Então, ele tem os arredores, eles são arredondados, né? Então, a partezinha de cima do puppy, ele desceu e trouxe o douradozinho pra própria embalagem. Ele deixou de ser puppy. É aqui que você tá dizendo, né? Isso. Aqui, do lado direito, que tem a embalagem velha, ele tinha .. É como se fosse no final ali do puppy, ele tinha uma rodanazinha, negocinho, que aí ele desceu e veio pra embalagem mesmo, o douradinho. E ele era puppy, né? Ele passou a ser conta-gotas, eu acho. E o que transmite isso para você, Anne, quando você vê esse produto nessa embalagem apresentado dessa forma? Eu prefiro a ideia do pop do que do conta-gotas. Eu acho que se ele tivesse vindo nessa mesma embalagem, só que com o pump, seria melhor, porque o conta-gotas você tem acesso ao produto,","Em projeto = gaia_ii, o tema 'embalagem / atencao / produto / parece' aparece em 37.5% dos chunks vs. 3.5% no total (lift 10.72x; n=156)."
publico,consultoras,lda_topic_id,lda_04,natura / perfume / vende / cliente,231,445,0.5191011235955056,0.10209003215434084,0.41701109144116477,5.0847385649827475,393.48107735134795,"Mas agora tá tudo voltando ao normal, graças a Deus. Que ótimo. E uma dúvida com relação a sua dinâmica de vendas, né? A escola, ela ajuda muito nessa dinâmica, o fato de registrar na escola? Sim, sim, ajuda. Porque lá eu tenho contato com muita gente, né? E eu deixo assim, às vezes, as revistinhas mesmo, a gente fala A impressa, os livrinhos ficam lá, aí os professores pegam a folha e falam assim, Sisi, traz isso aqui pra mim. Muita coisa eles já conhecem, então traz pra mim. Beleza. Os alunos também me veem, chega lá toda cheirosa, né, que eu faço mó propaganda dos perfumes. Aí você fala, nossa, Bruna, esse daí é muito gostoso. Nossa, você tá usando o creme? Que creme é esse? Acabo vendendo também. Pra pai de aluno, pros conhecidos dos alunos, enfim. Fica bastante gente aí conhecendo os produtos. E existe uma necessidade, você vê, dos seus clientes de amostra, assim, tipo, pra conhecer","Em publico = consultoras, o tema 'natura / perfume / vende / cliente' aparece em 51.9% dos chunks vs. 10.2% no total (lift 5.08x; n=231)."
projeto,natura_3cs,lda_topic_id,lda_06,presente / mae / dar / gosto,267,985,0.27106598984771574,0.06531350482315113,0.2057524850245646,4.1502288168684105,173.06069779360078,"Sim, sim, eu sou [NOME]. Então, eu dou aula de manhã e à noite, né? Por isso que eu falei que as manhãs são bem difíceis pra gente tá fazendo algo na pesquisa, mas aí deu certo que na terça-feira eu vou ficar, na semana que vem, até umas 9 e 15 na escola, aí consigo descer e fazer o atendimento aqui às 10 horas. Que ótimo! Mas eu dou aula para o ensino médio de matemática. Que legal! Que legal! Matemática não era meu ponto forte na FANAP . Ninguém gosta, né? É difícil achar alguém que goste. E por incrível que pareça, depois eu acabei fazendo faculdade de Exatas, mas tudo bem, né? A vida vem lhe dando a gente por caminhos diferentes, né? Mas que bom. E aí o que eu, além disso, né, para conhecer pouquinho mais o seu contexto, entender como é que foram os anos de pandemia, né, acho que se a gente puder fazer overview dos últimos cinco anos, né, como é que foi antes da pandemia ou durante e","Em projeto = natura_3cs, o tema 'presente / mae / dar / gosto' aparece em 27.1% dos chunks vs. 6.5% no total (lift 4.15x; n=267)."
projeto,gaia_ii,lda_topic_id,lda_07,produto / pele / propaganda / natura,207,416,0.49759615384615385,0.17142282958199356,0.3261733242641603,2.902741455496438,128.4690656911815,"Olha, eu... A televisão... Fica ligada 24 horas quando eu tô em casa. Então, assim, eu não sou muito fã, mas como eu tenho filho pequeno e eu vejo muito comercial da Natura, da nitrogêna, né? E o que chama atenção é sempre aquela pele impecável, que tá muito sem manchas, muito limpa. E que traz aquela sensação agradável que se você usar aquele produto ele vai fazer mágica, mas a gente sabe que é cuidado diário, não é você passar uma vez e vai estar daquele jeito. Mas eu acho interessante essa da neutrogena, da Natura, que eu vi que eu lembro agora que você falou que vem na minha mente. Da Natura, de algum produto específico de Slime? Olha, não vou lembrar, mas acho que foi de protetor solar que eu vi. Alguma coisa pro rosto. E da Neutrogena era aquele hidratante, eu já até usei, aquele Bost, que é hidratante em gel. Ele é muito bom também, que ele não deixa a pele pegando. Alguém mais le","Em projeto = gaia_ii, o tema 'produto / pele / propaganda / natura' aparece em 49.8% dos chunks vs. 17.1% no total (lift 2.90x; n=207)."
marca_foco,natura,lda_topic_id,lda_06,presente / mae / dar / gosto,268,1234,0.2171799027552674,0.06531350482315113,0.1518663979321163,3.325191372646802,94.63574145547638,"Eu senti que não comunica nada também, para mim. Não me leva a dar presente de Natal da Natura, porque... Fala, Olivia, não entendi. O que é que eu tô desejando? Eu senti que não comunica absolutamente nada. E se o seu presente de Natal também carregasse desejo? Qual desejo? Qual produto? Qual presente? Não tem nem o desejo, nem o presente, tem só o Natal. Pra mim é isso que tem aí. Mas buquê de produto, sei lá, põe do lado, isso aí. Eu também acho que essa imagem, ela tá... A gente tem a ideia de que nessa caixa tem produtos da Natura, mas talvez se a caixa estivesse entreaberta e a gente pudesse visualizar o que tem dentro, talvez dentro da caixa, talvez se na tampa da caixa tivesse alguns dizeres, por exemplo, saúde, felicidade, amor, paz, aquelas coisas clichês que a gente está acostumada a desejar e a emanar nesse período de Natal, também ajudasse no entendimento da fala, da imagem.","Em marca_foco = natura, o tema 'presente / mae / dar / gosto' aparece em 21.7% dos chunks vs. 6.5% no total (lift 3.33x; n=268)."
projeto,natura_3cs,lda_topic_id,lda_04,natura / perfume / vende / cliente,272,985,0.27614213197969545,0.10209003215434084,0.1740520998253546,2.704888284903473,80.71311297978636,"Mas agora tá tudo voltando ao normal, graças a Deus. Que ótimo. E uma dúvida com relação a sua dinâmica de vendas, né? A escola, ela ajuda muito nessa dinâmica, o fato de registrar na escola? Sim, sim, ajuda. Porque lá eu tenho contato com muita gente, né? E eu deixo assim, às vezes, as revistinhas mesmo, a gente fala A impressa, os livrinhos ficam lá, aí os professores pegam a folha e falam assim, Sisi, traz isso aqui pra mim. Muita coisa eles já conhecem, então traz pra mim. Beleza. Os alunos também me veem, chega lá toda cheirosa, né, que eu faço mó propaganda dos perfumes. Aí você fala, nossa, Bruna, esse daí é muito gostoso. Nossa, você tá usando o creme? Que creme é esse? Acabo vendendo também. Pra pai de aluno, pros conhecidos dos alunos, enfim. Fica bastante gente aí conhecendo os produtos. E existe uma necessidade, você vê, dos seus clientes de amostra, assim, tipo, pra conhecer","Em projeto = natura_3cs, o tema 'natura / perfume / vende / cliente' aparece em 27.6% dos chunks vs. 10.2% no total (lift 2.70x; n=272)."
projeto,bem_maes,lda_topic_id,lda_01,natura / tempo / pedido / depois,60,101,0.594059405940594,0.1483118971061093,0.4457475088344847,4.005473718103517,80.38094536272956,"Deixa eu colocar vocês aqui pra cima pra eu conseguir ler tudo. Então, vamos lá. Muitas vezes, nós mães ficamos tão preocupadas com quem está à nossa volta que acabamos esquecendo de nós mesmas. É claro que nosso coração fica tranquilo quando nossos filhos estão bem. Porém, reconhecer que o bem-estar de nossos filhos começa com o nosso bem-estar bem pode ser libertador. Assumir amorosamente todas as nossas versões, mãe, mulher, amiga, filha, companheira, profissional. Se arrumar, sair com as amigas, passar batom, usar aquele perfume para momentos especiais, fazer ritual de autocuidado, cuidar da pele, do cabelo, fazer uma massagem, uma viagem a tempos planejada, colocar em prática algum sonho. Quanto mais feliz a gente é em cada de nossos papéis, mais inteira nos sentimos e nos tornamos as melhores mães que podemos ser. Que nesse dia das mães a gente lembre de se cuidar para também poder","Em projeto = bem_maes, o tema 'natura / tempo / pedido / depois' aparece em 59.4% dos chunks vs. 14.8% no total (lift 4.01x; n=60)."
projeto,biome,lda_topic_id,lda_03,produto / embalagem / parece / ver,108,236,0.4576271186440678,0.142483922829582,0.3151431958144858,3.2117807367741626,75.27898618141619,"E a gente sempre acaba caindo nessa discussão de, nossa, mas sou só eu, é só pouquinho de gente, que fácil, e todo mundo fizesse. Mas a questão é, antes da gente pensar no que o outro está fazendo, talvez se a gente pensasse só aqui, vamos começar dentro da nossa casa, a gente consegue ir expandindo. E além disso, até tem documentário muito interessante da BBC, se não me engano, Destino do Lixo, é rapidinho, coisa de 20 minutos e meia hora, falam muito sobre isso, sobre as grandes corporações e o que elas têm pensado em relação a isso, em trazer essa imagem verde, que a gente chama de greenwashing, para os consumidores. Será que as corporações também estão fazendo o seu trabalho, ou elas só estão utilizando dessa imagem para que elas se vendam como produto verde, produto sustentável, Nossa, olha que legal essa empresa, ela é super legal, se preocupa mais lá por trás das câmeras, né? Eles","Em projeto = biome, o tema 'produto / embalagem / parece / ver' aparece em 45.8% dos chunks vs. 14.2% no total (lift 3.21x; n=108)."
marca_foco,natura,lda_topic_id,lda_04,natura / perfume / vende / cliente,272,1234,0.22042139384116693,0.10209003215434084,0.11833136168682609,2.1590882987276507,37.306567103409,"Mas agora tá tudo voltando ao normal, graças a Deus. Que ótimo. E uma dúvida com relação a sua dinâmica de vendas, né? A escola, ela ajuda muito nessa dinâmica, o fato de registrar na escola? Sim, sim, ajuda. Porque lá eu tenho contato com muita gente, né? E eu deixo assim, às vezes, as revistinhas mesmo, a gente fala A impressa, os livrinhos ficam lá, aí os professores pegam a folha e falam assim, Sisi, traz isso aqui pra mim. Muita coisa eles já conhecem, então traz pra mim. Beleza. Os alunos também me veem, chega lá toda cheirosa, né, que eu faço mó propaganda dos perfumes. Aí você fala, nossa, Bruna, esse daí é muito gostoso. Nossa, você tá usando o creme? Que creme é esse? Acabo vendendo também. Pra pai de aluno, pros conhecidos dos alunos, enfim. Fica bastante gente aí conhecendo os produtos. E existe uma necessidade, você vê, dos seus clientes de amostra, assim, tipo, pra conhecer","Em marca_foco = natura, o tema 'natura / perfume / vende / cliente' aparece em 22.0% dos chunks vs. 10.2% no total (lift 2.16x; n=272)."
publico,lideres,lda_topic_id,lda_01,natura / tempo / pedido / depois,27,52,0.5192307692307693,0.1483118971061093,0.37091887212465996,3.5009380863039405,25.046418624087504,"A gente grava, essa gravação é para uso interno, não vai para lugar nenhum, É só para esse caso a gente. Perder alguma informação, a gente fica o tempo inteiro anotando. Vai reanalisar, né? Exatamente, porque aí depois a gente faz relatório sobre isso e a gente fala, poxa não, tem que aproveitar todo esse tempo e pegar a sua percepção toda mesmo. Então é só por isso, mas ninguém fica famoso na pesquisa por enquanto, ninguém fica famoso, tá bom? Muito, muito obrigada viu, Eva! Graças a Deus! Nossa, graças a Deus! Eu já estaria famosíssima! Famosíssima eu estaria! Tá certo, meu amor! Qualquer coisa tu me chama, você! Você também! Muito obrigada, Eva! De nada, meu amor! Estou só fazendo lanche, que eu saí de uma reunião pra outra, viu? Fique tranquila, pode ficar à vontade, a gente tem uns minutinhos ainda, estamos aguardando o pessoal também, então não se preocupe com isso, tá? Estou aqui ","Em publico = lideres, o tema 'natura / tempo / pedido / depois' aparece em 51.9% dos chunks vs. 14.8% no total (lift 3.50x; n=27)."
projeto,natura_3cs,lda_topic_id,lda_02,loja / boticario / natura / experiencia,212,985,0.2152284263959391,0.11053054662379422,0.10469787977214487,1.9472302722658053,21.02467624639092,"Isso mesmo. Tá ótimo. Era exatamente isso que eu ia perguntar também, então... Estamos alinhados. Sim, super. Não sei, você acha que então... Porque os clientes conheceram o Boticário primeiro pra presentes ou no geral? Isso impacta presentes ou suas outras vendas também? No geral. No geral. Era loja de [ENDERECO], então quando viram a revista, nossa, o Boticário agora vai vender assim? Porque pra eles a venda em catálogo era feita só com o Avon, né? Só o Avon foi assim, que ia de porta em porta vendendo. Agora, quando lançou o catálogo pra Boticário, assim, pra gente fazer essa venda direta, foi uma surpresa. Falaram que era legal, mas ninguém conhecia. E a Natura já começou nesse segmento da venda direta, né? Depois foi as lojas físicas. Isso. E você acha que pro pra dinâmica de kit, de presentes, o fato de ter ponto de contato em loja agora a Natura ajuda? Os os clientes a conhecerem ","Em projeto = natura_3cs, o tema 'loja / boticario / natura / experiencia' aparece em 21.5% dos chunks vs. 11.1% no total (lift 1.95x; n=212)."
marca_foco,nao_inferido,lda_topic_id,lda_03,produto / embalagem / parece / ver,702,3742,0.18760021378941744,0.142483922829582,0.04511629095983544,1.3166412747759395,10.02854727764451,"E a gente sempre acaba caindo nessa discussão de, nossa, mas sou só eu, é só pouquinho de gente, que fácil, e todo mundo fizesse. Mas a questão é, antes da gente pensar no que o outro está fazendo, talvez se a gente pensasse só aqui, vamos começar dentro da nossa casa, a gente consegue ir expandindo. E além disso, até tem documentário muito interessante da BBC, se não me engano, Destino do Lixo, é rapidinho, coisa de 20 minutos e meia hora, falam muito sobre isso, sobre as grandes corporações e o que elas têm pensado em relação a isso, em trazer essa imagem verde, que a gente chama de greenwashing, para os consumidores. Será que as corporações também estão fazendo o seu trabalho, ou elas só estão utilizando dessa imagem para que elas se vendam como produto verde, produto sustentável, Nossa, olha que legal essa empresa, ela é super legal, se preocupa mais lá por trás das câmeras, né? Eles","Em marca_foco = nao_inferido, o tema 'produto / embalagem / parece / ver' aparece em 18.8% dos chunks vs. 14.2% no total (lift 1.32x; n=702)."
projeto,3cs_perfumes,lda_topic_id,lda_04,natura / perfume / vende / cliente,96,485,0.1979381443298969,0.10209003215434084,0.09584811217555606,1.9388586735936357,8.63883182050527,"Ela quer sentir cheirosa e ela falou que traz autoestima pra ela, usar perfume. Esse é o principal motivo que ela usa. Ela tem alguma coisa de reaplicar durante o dia? Algum uso sim? Sempre que leva na bolsa. Falou que leva na bolsa e reaplica durante o dia. Falou que tem uma questão no trabalho que o chefe dela não gosta muito, é alérgico, então ela evita pouco no trabalho. Mas fora isso, ela tá sempre repassando. Falou que as filhas já compartilham o perfume com as filhas. As filhas, quando vão visitar ela, usam o perfume dela. É... Curiosidade que dá. Eu acho que a gente nem chegou a escrever o que me veio na lembrança agora. Ela falou que algumas fragrâncias não ficam boas. Às vezes ela gosta de uma fragrância, mas não é que fica boa pra todo mundo. Ela falou Não lembro se era o Luna que ela deu pra filha dela e acha que não fica bom, e é perfume que ela gosta muito. Então ela falou,","Em projeto = 3cs_perfumes, o tema 'natura / perfume / vende / cliente' aparece em 19.8% dos chunks vs. 10.2% no total (lift 1.94x; n=96)."
tipo_sessao,entrevista_em_profundidade,lda_topic_id,lda_04,natura / perfume / vende / cliente,96,485,0.1979381443298969,0.10209003215434084,0.09584811217555606,1.9388586735936357,8.63883182050527,"Ela quer sentir cheirosa e ela falou que traz autoestima pra ela, usar perfume. Esse é o principal motivo que ela usa. Ela tem alguma coisa de reaplicar durante o dia? Algum uso sim? Sempre que leva na bolsa. Falou que leva na bolsa e reaplica durante o dia. Falou que tem uma questão no trabalho que o chefe dela não gosta muito, é alérgico, então ela evita pouco no trabalho. Mas fora isso, ela tá sempre repassando. Falou que as filhas já compartilham o perfume com as filhas. As filhas, quando vão visitar ela, usam o perfume dela. É... Curiosidade que dá. Eu acho que a gente nem chegou a escrever o que me veio na lembrança agora. Ela falou que algumas fragrâncias não ficam boas. Às vezes ela gosta de uma fragrância, mas não é que fica boa pra todo mundo. Ela falou Não lembro se era o Luna que ela deu pra filha dela e acha que não fica bom, e é perfume que ela gosta muito. Então ela falou,","Em tipo_sessao = entrevista_em_profundidade, o tema 'natura / perfume / vende / cliente' aparece em 19.8% dos chunks vs. 10.2% no total (lift 1.94x; n=96)."
