persona_id,persona_nome_auto,rank,doc_id,chunk_id,evidence_score,excerpt,projeto,pais,marca_foco,publico,tipo_sessao,cluster_auto_label,nmf_topic_label,lda_topic_label
persona_01,Comparadora Omnicanal,3,doc_761f127ebf5926ab,doc_761f127ebf5926ab_pp_ch_0013,27.35,"É. E elas nem podem vender Avon, né? Porque ainda não existe uma loja física. Apesar delas virarem construtora Avon agora, porque toda construtora Natura é construtora Avon, não existe formato de loja física. E ela quer abrir uma nova. Ela tem o plano de abrir uma nova loja em outra localidade, porque Esse lugar que a gente foi é lugar bem classe AB, assim, sabe? E ela acha que talvez classe CD, que ela falou BC, fizesse mais sentido, mais rotatividade. Ela não falou nada versus o Boticário, assim, de produto. Ela...",3cs_perfumes,nao_inferido,nao_inferido,nao_inferido,entrevista_em_profundidade,loja / boticario / natura / lojas,boticario / presente / natura / perfume,natura / boticario / loja / presente
persona_01,Comparadora Omnicanal,4,doc_c8cb62c97a6b1133,doc_c8cb62c97a6b1133_pp_ch_0025,27.35,"É, chama atenção, gente. Tá tudo gritando. E aí eu senti que ela só foi na loja da Natura porque a mãe dela já tinha esse apego com a Natura, tá? Mesmo entrando no shopping com esse direcionamento, ela ainda para na frente da loja do Boticário porque chama a atenção. E você sabe, Carol, o que está por trás desse apego? O que gera desejo natura? Por que ela se conecta, ela e a mãe, com a marca? O que ela trouxe pra gente, que a gente foi perguntando, é que a mãe dela, na verdade, sempre usou Natura. Então, em algum...",natura_3cs,nao_inferido,natura,nao_inferido,nao_inferido,loja / boticario / natura / lojas,boticario / presente / natura / perfume,natura / boticario / loja / presente
persona_01,Comparadora Omnicanal,5,doc_5c06d290f301eadb,doc_5c06d290f301eadb_pp_ch_0007,23.35,"Aí se você quiser, cê tem que ir num outro código, pagar por elas, pra você poder ter uma sacola da Natura. E o Boticário já não é assim. O Boticário, todo pedido, ele te manda a sacola, independente de você pedir ou não. Então, isso facilita muito a vida. Você não paga. Não paga. E da Natura, você paga ou não paga? Sim, paga. Paga. Eu, às vezes, preciso ter porque muita gente pede presente. Eu não posso dar produto da Natura numa sacola do Boticário, né? E aí, às vezes, eu não tenho sacola aqui, porque é ruim de...",natura_3cs,nao_inferido,natura,consultoras,nao_inferido,presente / kit / kits / caixa,boticario / presente / natura / perfume,natura / boticario / loja / presente
persona_01,Comparadora Omnicanal,6,doc_dbba6e8dcfd5390a,doc_dbba6e8dcfd5390a_pp_ch_0017,20.35,"Apesar da experiência ruim ela vir com o exemplo da Natura, por ser perfumaria, quando ela fala de marca presenteável, ela lembra da Natura também. Então, assim, eu achei proveitoso a conversa com ela. Achei diferente. Ela é uma pessoa engajada em presentear. Ela pesquisa sobre o presenteado, de certa forma. A Tereza já é outro senso. As pessoas procuram perfume pela embalagem. Então, se a embalagem é bonita, o shopper vai comprar para presentear porque quer dar algo bonito. Agora, se for para autoconsumo, eu...",natura_3cs,nao_inferido,natura,nao_inferido,nao_inferido,loja / boticario / natura / lojas,boticario / presente / natura / perfume,natura / boticario / loja / presente
persona_01,Comparadora Omnicanal,7,doc_57600d8711fbb9d4,doc_57600d8711fbb9d4_pp_ch_0015,20.35,"O que eu e o Emerson tiramos dessa entrevista? Natura e o Boticário não tem diferenciação. Porque ele não sabia se caiaca era da Natura do Boticário e nem coffee da Natura do Boticário. E toda hora ele trocava as informações. Então, se eu começava a perguntar sobre a Natura, a gente, pela conversa, entendia que ele estava se contradizendo. Então, ele se contradizia muitas vezes. Então, era difícil a gente saber se ele realmente estava dizendo o que a gente estava perguntando sobre quem a gente estava perguntando,...",3cs_perfumes,nao_inferido,nao_inferido,nao_inferido,entrevista_em_profundidade,perfume / boticario / perfumaria / natura,boticario / presente / natura / perfume,natura / boticario / loja / presente
persona_01,Comparadora Omnicanal,8,doc_1d7aeba5c3deb241,doc_1d7aeba5c3deb241_pp_ch_0008,19.35,"A impressão que eu tive é pela comodidade, pela oferta de boticário, ele vai na loja de boticário, que tem mais lojas, tem embrulho bonitinho e tal, então já se transforma num presente. Onde ele compra, que é nessas barraquinhas, deve ser nessas barraquinhas mesmo. Lá provavelmente não tem embalagem, não tem nada, né? Pelo menos essa foi a minha percepção, Bruno, me complementa aí. Sim, ele... É exatamente isso, porque, olha, pra questão da presenteabilidade, a gente até perguntou, Ele vai para o boticário...",3cs_perfumes,nao_inferido,nao_inferido,nao_inferido,entrevista_em_profundidade,loja / boticario / natura / lojas,boticario / presente / natura / perfume,natura / boticario / loja / presente
persona_02,Compradora Social e Presenteadora,1,doc_27d3eb4bf6306e35,doc_27d3eb4bf6306e35_pp_ch_0004,10.35,"É que, assim, depende também, às vezes a gente acaba por exemplo, começo do ano é bem complicado porque eu tenho bastante sobrinhos e filhagos e assim, eles fazem aniversário tudo ali entre março e junho. Então assim, é uma renca de criança que eu preciso comprar presente. E assim, eu também tenho muitos amigos que fazem aniversário nessa data, tem dia das mães, tem minha mãe que faz aniversário. Então às vezes eu prefiro focar mais em uma coisa que eu sei que a pessoa vai gostar muito e que, às vezes, ela não...",natura_3cs,nao_inferido,natura,consumidoras,nao_inferido,presente / dar / aniversario / gosta,boticario / presente / natura / perfume,nome / idade / sempre / mae
persona_02,Compradora Social e Presenteadora,2,doc_ee8d1372d1a391aa,doc_ee8d1372d1a391aa_pp_ch_0018,9.35,"Em que eu coloco creme maior por R$30,00. Então essa pessoa consegue presentear de R$15,00, outra de R$30,00, outra de R$50,00, e aí quem quer realmente elaborada, eu compro por R$50,00 fechada. E como que você divulga? Você começa a divulgar uns dias antes? Dia das mães? Pelo WhatsApp. Sempre mando de amigas. Sim, é que algumas também já sabem que eu trabalho com isso, né? Eu vendo também. Então, aí eu mando para as minhas amigas de, olha, tenta a promoção e tal, por favor, a gente não vai perder. O Dia das Mães...",natura_3cs,nao_inferido,natura,consultoras,nao_inferido,presente / kit / kits / caixa,boticario / presente / natura / perfume,nome / idade / sempre / mae
persona_02,Compradora Social e Presenteadora,3,doc_813751e4679e395b,doc_813751e4679e395b_pp_ch_0034,9.35,"Sim, porque eu tava lá, eu ainda tava morando para aqueles lados daquela região. Então era super perto, passei ali. Vocês acham que a primeira vez tem que ser numa loja, por exemplo? É bom porque você eles explicam, né? Igual as minhas falaram, ela explica que a a a embalagem você pode plantar, ela vira adubo, enfim, eu acho que a primeira vez ela cai na loja, sim. Eu que eu compro muito na loja. Então, pra mim, Eu uso muita coisa da Natura. E eu, geralmente, eu gosto de ir à loja. Eu não sou muito fã de comprar....",biome,nao_inferido,nao_inferido,nao_inferido,nao_inferido,compro / compra / comprar / site,revista / compra / comprar / site,natura / boticario / loja / presente
persona_02,Compradora Social e Presenteadora,4,doc_cfb49b86362bd118,doc_cfb49b86362bd118_pp_ch_0014,9.35,"E você costuma comprar onde? Agora que eu tô aqui, na verdade, até antes de morar em São Paulo, aqui mais perto, eu sempre fui no Shopping Eldorado, porque eu sei que lá tem todas as lojas possíveis, assim. Então, eu acho que é no Pátio Paulista aqui, também perto. Eu gosto de ter várias opções. É isso, basicamente. E não as de sempre, sabe? Eu gosto de shopping que tem tudo, assim. Tudo que eu quiser. Tipo, tem marcas, mas... É que geralmente não tem alguns outros shoppings, é porque tem shopping pequeno, tem...",natura_3cs,nao_inferido,natura,consumidoras,nao_inferido,compro / compra / comprar / site,revista / compra / comprar / site,comprar / compra / revista / exemplo
persona_02,Compradora Social e Presenteadora,5,doc_399dacb2736f0f29,doc_399dacb2736f0f29_pp_ch_0021,7.35,"A gente tira as noites das meninas... Tá pesado, né? Você ser mãe o dia todo, 24 horas e... É assim, gente, não foi fácil, galera, não foi fácil fazer a noite das meninas, os meninos é resistente e eles choram sim por causa do país dos meninos, mas a gente precisa desse tempo e eu acho que eles começaram a enxergar que a gente precisava desse tempo por causa da sobrecarga, né? Então a gente a noite das meninas a gente bebe, Como eu falei, eu sou [NOME], então eu tenho bastante coisinhas de skincare. Então a gente...",bem_maes,nao_inferido,nao_inferido,nao_inferido,nao_inferido,mae / casa / filhos / filho,nome / idade / trabalho / hoje,pele / corpo / banho / passo
persona_02,Compradora Social e Presenteadora,6,doc_6e02133bb486de22,doc_6e02133bb486de22_pp_ch_0009,7.35,"Então me conta, eu quero agora entender direitinho passo a passo como é que é essa, como se dá essa compra aí via a consultora, você disse que ela te manda a revista, vai me contando tudo, como ela manda, quando ela manda, o que você faz? Na verdade ela é uma revendedora, E aí ela me manda o... Quando ela quer fazer pedido, ela me manda o linkzinho, assim, pela internet. Pela internet não, pelo WhatsApp. Aí eu caio numa revistinha virtual ali. Ali eu olho os produtos. Ao invés da revistinha física, ela me manda o...",compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido,revista / digital / espaco / interativa,revista / compra / comprar / site,comprar / compra / revista / exemplo
persona_02,Compradora Social e Presenteadora,7,doc_981214beda5a6637,doc_981214beda5a6637_pp_ch_0023,7.35,"Não é uma loja para você entrar e comprar presente para alguém, é uma loja para você se presentear, você comprar para autoconsumo. A pessoa tá muito preparada para te dar as indicações e assim muito preparada mesmo tá para te dar o que você precisa. Eu senti até que em cada Sessão da loja, então tinha sessão de skin care, sessão de perfumaria, sessão de cabelo, maquiagem. Tinha até especialista próprio ali pra falar daquela categoria. Então a Ci foi comprar item de cabelo, tinha uma pessoa ali no cabelo dando uma...",natura_3cs,nao_inferido,natura,nao_inferido,nao_inferido,presente / dar / aniversario / gosta,boticario / presente / natura / perfume,natura / boticario / loja / presente
persona_02,Compradora Social e Presenteadora,8,doc_4b2394cc0e9c67f8,doc_4b2394cc0e9c67f8_pp_ch_0008,7.35,"Então, ele deu uma sensação, ele trouxe de que a solução do kit de cosmético é uma solução prática e não emocional. Então foi muito esse lugar dele e ele trouxe na própria voz dele é caminho seguro é caminho seguro algo que eu sei que eu vou acertar sei que é uma coisa que a minha mãe e a minha avó gostam mas não é onde eu sei que eu super causo impacto sabe. É massificado né. Exato. Gosta de fazer cesta ele mesmo ele tem esse hábito de produzir comprar os elementos, os produtos do presente e montar ele mesmo. A...",natura_3cs,nao_inferido,natura,nao_inferido,nao_inferido,presente / dar / aniversario / gosta,boticario / presente / natura / perfume,natura / boticario / loja / presente
