doc_id,chunk_id,chunk_index,idioma,texto_analise,idioma_detectado_light
doc_9ed820073ce06c76,doc_9ed820073ce06c76_ch_0011,11,pt,"tografia, amo a odontologia também, eu sou [NOME] a Deus por isso. 
 
 
 
 
 
Speaker 4 - 11:12
 
 E tomo uma fase muito de conscientização, acho que conscientização seria a palavra-chave em termos de 
conscientização corporal, conscientização sobre planetas, sobre situações climáticas que a gente está vivendo, 
procurando sempre fazer, de alguma forma ou de algum jeito, a minha parte no mundo, que acho que, se todo 
mundo fizer pouquinho, acho que a gente chega lá. 
 
 
 
 
Speaker 5 - 11:43
 
 Posso falar agora? No meu caso também, acompanhando o pensamento dos amigos, e muito mais em relação 
aos meus filhos. eu sou [NOME] pequenas, menino de [IDADE] anos e uma menina de 5. Isso, além dos 30, 
que agora estou com 34, pesa muito mais em deixar mundo melhor para os meus filhos e não depende só de 
mim, depende de todos. É uma situação bem difícil de conviver, porque o mundo está cada vez pior, as pessoas 
não têm muita conscientização de quase nada, poucas têm, E eu fico triste de pensar que o mundo não tá 
evoluindo como eu gostaria que evoluísse E eu tenho vontade disso, conscientizar mais as pessoas e deixar 
mundo melhor para os meus filhos Porque são duas crianças pequenas e",mixed
doc_9ed820073ce06c76,doc_9ed820073ce06c76_ch_0031,31,pt,"particularidades que eu não estou aqui para julgar. 
 
 
 
 
Speaker 3 - 34:52
 
 As meninas estavam falando sobre a dificuldade de ser vegetariano. Imagina ela no Rio Grande do Sul. eu sou [NOME], como a outra menina também de Recife falou, que eu tenho desejo de ser vegetariano. É algo que é 
trabalhoso, muda bastante a rotina. Mas o preconceito é absurdo, entende? Porque assim, existe a produção de 
carne, ela tem responsabilidade. Vamos dizer assim que a maioria tem aquela consciência de como deve ser 
tratado o animal até a sua morte. Porque assim, por exemplo, os cultos, existem cultos africanos que envolvem o 
sacrifício de animais, que envolve o despejo de lixo orgânico natureza, enfim, são temas complexos, entende? 
Então, assim, tem que haver uma conscientização, sim, para evitar ao máximo aquela poluição ruim, vamos dizer 
assim, porque quando se envolve produto natural, eu acredito que na minha consciência não há dano à natureza, 
quando você joga .. 
 
Meeting Title: Q2_Biome_1104_14h30.m4a Meeting created at: 18th Mar, 2026 - 9:56 PM
19 / 98
 
 
 
 
Speaker 3 - 36:14
 
 Pedaço de maçã que você terminou de comer numa mata, vamos dizer assim. É muito complexo, mas eu",mixed
doc_9ed820073ce06c76,doc_9ed820073ce06c76_ch_0032,32,pt,"2026 - 9:56 PM
19 / 98
 
 
 
 
Speaker 3 - 36:14
 
 Pedaço de maçã que você terminou de comer numa mata, vamos dizer assim. É muito complexo, mas eu estou 
sempre pensando que as coisas têm que ser conscientes, têm que ser respeitadas. O mínimo da exigência 
ambiental tem que ser feito, porém, existem outras coisas que demandam o uso da natureza. Então, por isso, O 
mínimo da consciência tem que haver e não o julgamento. Desde que se faça certo, acho que tudo, a relação 
homem-natureza, falam homem e mulheres, em relação à natureza, estamos aqui para trocar. Entende? A gente 
pode usar a natureza e como a natureza também usa a gente. Então, quando a gente morre, muita gente, vai 
enterrado, então a gente já está servindo de adubo para a natureza, de certa forma. 
 
 
 
 
Speaker 3 - 37:19
 
 Então, vamos dizer assim, é uma troca que deve ser sadia sempre, e graças a Deus hoje estamos tendo mais 
conscientização no modo geral. 
 
 
 
 
 
Speaker 2 - 37:32
 
 Vou fazer uma pergunta. Na escolha de produtos de uma maneira geral, vocês falaram muito da reciclagem, de 
separação de lixo, de não deixar lixo, de até pegar lixo de outras pessoas, Olha, de produtos, tem algum 
pensamento,",mixed
doc_9ed820073ce06c76,doc_9ed820073ce06c76_ch_0043,43,pt,"ntão eu tô prezando agora por produtos naturais, que falam que são 
produtos feitos pela Amazônia, que não testam em animais, tem uma outra eficácia, fortifica o cabelo, então eu tô 
partindo para isso aí, tem uns três meses que eu tô usando, realmente eu usava bem mais o o convencional e tô 
achando que tá dando uma bom resultado pelo rótulo do próprio fabricante fala que no começo você tem couro 
cabeludo que já está viciado no produto químico você passa por uma desintoxicação e mais ou menos aí 90 dias 
dependendo da pessoa para mulher deve ser mais não sei explicar muito bem mas é é mais isso a questão 
mesmo de prezar o que você tem e não perder mais, né? 
 
 
 
 
 
Speaker 2 - 50:50
 
Meeting Title: Q2_Biome_1104_14h30.m4a Meeting created at: 18th Mar, 2026 - 9:56 PM
25 / 98
 Senta lá, Gisele. 
 
 
 
 
Speaker 5 - 50:51
 
 Eu, eu também uso, né? É, shampoo em barra, e assim, no começo eu tinha preconceito, eu falei, meu Deus, olha o 
tamanho desse cabelo, né? Será que vai espumar? Será que, meu cabelo é bem longo, será que vai espumar? Será 
que vai render? Porque a minha preocupação era assim, trazer espuma pra render, e me surpreendi. Eu uso uma 
espuma, eu compro pelo",mixed
doc_9ed820073ce06c76,doc_9ed820073ce06c76_ch_0067,67,pt,"O que eu acho também que é uma pena, mas eu espero de verdade que a marca, assim como Lola, como diversas 
outras, se conscientize disso, de fazer mais ações, de divulgar em grandes mídias, de fazer as pessoas realmente 
conhecerem o produto, porque há uma questão de não ser nenhum preconceito é o fato de não saber que existe 
então as pessoas não fazem ideia que existe esse tipo ou então ela tem que comprar na fulaninha que faz lá na 
casa dela será que é bom será que isso agora se uma marca conceituada né que tem toda a a fiscalização, tudo 
isso certinho. Põe produto desse e destaca esse produto, eu acho que o uso vai ser muito maior, a venda vai ser 
muito maior e o boca a boca também, que é o grande negócio na verdade. 
 
 
 
 
 
Speaker 2 - 01:16:11
 
 Bom, a gente falou, vocês falaram várias coisas, trouxeram as experiências de uso, trouxeram todas as citações 
aí, as marcas. 
 
 
 
 
 
Speaker 4 - 01:16:19
 
 Eu vou mostrar uma proposta pra vocês. 
 
 
 
 
 
Speaker 2 - 01:16:22
 
 Isso aqui não é uma propaganda, não é uma propaganda, é mais pra contar sobre essa marca e esse produto. 
Então eu vou mostrar algumas imagens pra gente conhecer sobre esse produto e aí a",mixed
doc_9ed820073ce06c76,doc_9ed820073ce06c76_ch_0096,96,pt,"Speaker 2 - 01:44:18
 
 Todo mundo precisa pensar. Tudo é válido. Fê, como é que você está achando? 
 
 
 
 
 
Speaker 4 - 01:44:24
 
 Eu achei importante essa questão da embalagem. Achei bonita. Passa uma embalagem realmente de cuidado, de 
realmente ser biodegradável, de ser produto mais natural. Achei a caixinha bem convidativa para utilizar ela 
novamente como uma porta-joia. Como guardar o utensílio eu acho que vale muito a pena eu costumo fazer isso 
reciclo muito potinhos assim para colocar objetos e coisas que eu gosto e achei também a embalagem sendo 
Objetiva, que eu acho que a gente, às vezes, vai comprar produto e tem tanta firula escrita no negócio que a gente 
fica até meio confuso. O que tem, o que não tem? Tá entendendo? Achei bem objetiva. 
 
 
 
 
 
Speaker 6 - 01:45:22
 
 Que. 
 
 
 
 
 
Speaker 2 - 01:45:28
 
 Mais aqui? As cores dessas embalagens de flor. 
 
 
 
 
 
Speaker 4 - 01:45:31
 
 Também, também gostei muito das cores. Me chamou bastante atenção. Achei interessante também. Eu gosto 
muito de azul, de verde, eu acho que combina muito com a pegada da questão bio, né, de ser essa coisa mais... 
Essa pegada mais natural mesmo. E eu gostei",mixed
doc_9ed820073ce06c76,doc_9ed820073ce06c76_ch_0106,106,pt,"aker 2 - 01:55:36
 
 Como você acha que deveria vir? 
 
 
 
 
 
Speaker 8 - 01:55:40
 
 Eu acho que deveria vir na entalagem. Porque pula ninguém lê, né? 
 
 
 
 
 
Speaker 6 - 01:55:48
 
 Você tem que abrir o produto pra saber. É mais legal você ver antes de comprar, né? 
 
 
 
 
 
Speaker 8 - 01:55:54
 
 Exatamente. 
 
 
 
 
 
Speaker 4 - 01:55:57
 
 Eu acho que poderia vir na embalagem, mas ainda assim... Acho que também seria interessante, claro, a marca 
achando interessante, colocar livretozinho, livro pequenininho com os destaques, por exemplo, de zero plástico, 
ser agroflorestal, 97% dos ingredientes de origem animal, que são acho que as partes mais interessantes do 
produto em si, mesmo porque às vezes na embalagem, por mais que esteja assim destacada, às vezes a pessoa 
tá com pressa, não vai ver direito, não vai ler, vai olhar, vai falar Entendi, mas não vou ler todas as informações 
corretas. Agora, em casa, como se fosse livreto pequenininho, contendo essas informações que são cruciais para 
o produto, para a pegada do produto, eu acho que seria destaque maior, porque a pessoa em casa, na hora de 
tomar banho, que vai ter o cuidado dela, vai parar para abrir o",mixed
doc_a11e5233b2bda4e2,doc_a11e5233b2bda4e2_ch_0007,7,pt,"louca. Então, comer saudável, pegar produtos bons, fazer uma atividade física, ter 
momento de lazer, eu acho que pra mim isso é o que conta, apesar da correria. 
 
 
 
 
Speaker 5 - 07:23
 
 Eu concordo com a Pâmela, acho que é mais ou menos isso hoje em dia, a gente tentar conciliar pouco a vida 
profissional com o resto, porque senão, às vezes, a gente acaba largando pouco. Então, acho que é isso mesmo. 
 
 
 
 
 
Speaker 4 - 07:43
 
 Para mim, acho que é pouco isso também, mas também chegou no ponto da minha vida que eu comecei a 
repensar paradigma que eu já tinha anteriormente. Será que, por exemplo, no caso do xampu, será que o xampu 
precisa ser do jeito que eu sempre usei? Ele não pode ser de uma forma melhor? Ele não pode ser mais 
sustentável? A comida pode ser mais saudável? Para mim é pouco isso. 
 
 
Speaker 6 - 08:21
Meeting Title: Q3_Biome_1204_09h00.m4a Meeting created at: 18th Mar, 2026 - 9:55 PM
4 / 82
 
 
 
 Eu acho que chegou mundo, chegou num ponto que todo mundo já começou a repensar os estudos, né? Porque, 
por exemplo, eu mesma que tenho filho, às vezes eu falo pro meu marido, como vai ser o mundo daqui [IDADE] anos? 
Como vai ser o mundo daqui [IDADE]",mixed
doc_a11e5233b2bda4e2,doc_a11e5233b2bda4e2_ch_0008,8,pt,"por exemplo, eu mesma que tenho filho, às vezes eu falo pro meu marido, como vai ser o mundo daqui [IDADE] anos? 
Como vai ser o mundo daqui [IDADE] anos? Então eu acho que são estudos que a gente toma hoje, pra mundo melhor 
pra frente, porque as atitudes que a gente mesmo e que a gente de geração passada tomou pra gente estar hoje 
não foram boas atitudes. Então, acho que a gente tem que inovar pra mudar. 
 
 
 
 
 
Speaker 2 - 08:59
 
 Essa é a questão que eu falei. Você tá falando muitas coisas que têm a ver com pouco mudança do estilo de vida, 
mudança dos hábitos, vocês... Consegue fazer dessa forma? 
 
 
 
 
Speaker 3 - 09:13
 
 Sim, principalmente depois da pandemia, porque a gente foi obrigada a mudar muita coisa. Acho que dá valor 
para valores que antes não eram. 
 
 
 
 
 
Speaker 2 - 09:29
 
 A pandemia foi marco, você sente? 
 
 
 
 
Speaker 3 - 09:33
 
 Eu acho que pesou muito. Pesou muito, assim, ninguém esperava, foi momento que você teve que parar e olhar 
para a sua vida interna, para o outro, prestar mais atenção, coisa que a gente não presta, né, no dia a dia, essa vida 
de corrida. Lógico que tem que, assim, tá voltando a correria, mas você se importa Eu",mixed
doc_a11e5233b2bda4e2,doc_a11e5233b2bda4e2_ch_0009,9,pt,"ção, coisa que a gente não presta, né, no dia a dia, essa vida 
de corrida. Lógico que tem que, assim, tá voltando a correria, mas você se importa Eu acho que a pandemia veio 
para isso e você foi obrigada a desacelerar, a prestar atenção, a ter essa questão do amor mais ao próximo, à 
família, cuidar de si mesma, que é a alimentação, atividade física, é o saudável, prestar atenção na questão, até 
exemplo bem clássico, lixo. Então, acho que a pandemia não foi tudo, mas acho que foi pontapé que marcou 
bastante, ou vai ou racha. 
 
 
 
 
 
Speaker 2 - 10:36
 
 Como as outras veem essa questão? 
Meeting Title: Q3_Biome_1204_09h00.m4a Meeting created at: 18th Mar, 2026 - 9:55 PM
5 / 82
 
 
 
 
 
Speaker 6 - 10:45
 
 Para mim não foi tanto... É que a pandemia, a gente fala que ficou muito em casa, todo mundo teve tempo de 
repensar, mudar hábitos, era uma coisa que... Tipo, a higiene básica, assim, chegar no mercado e lavar fruta era 
coisa que a gente não fazia. Chegava no mercado e punha lá e isso. E aí eu acho que foram alguns pontos que fez 
a gente repensar. Eu como veterinária penso muito nos normais também e a gente vê que a gente acaba 
detonando o outro dia após dia com tudo",mixed
doc_a11e5233b2bda4e2,doc_a11e5233b2bda4e2_ch_0010,10,pt,"que fez 
a gente repensar. Eu como veterinária penso muito nos normais também e a gente vê que a gente acaba 
detonando o outro dia após dia com tudo que a gente, com todos os lixos, né? Tudo que a gente acaba 
descartando aí de forma inadequada e incorreta. Então, às vezes, Acho que o ano de 2020 foi muito marcante. 
Teve a pandemia durante o ano de 2020? 
 
 
 
 
 
Speaker 6 - 11:29
 
 Teve, mas foi o momento que todo mundo ficou em casa, que pôs o pé no freio e falou, espera aí, será que é só 
meu trabalho que é importante? 
 
 
 
 
Speaker 5 - 11:40
 
 Acho que as pessoas começaram a dar pouco mais de atenção, até para a própria família, que às vezes passava e 
saía com os amigos, enfim, faltava pouco desse tempo. Então, acho que foi bem importante, sim, a pandemia, e 
para a mudança de hábitos total. Em relação, por exemplo, vai você acordar, ter pelo menos uns 15 minutos para 
você comer alguma coisa saudável, fazer uma meditação, sei lá, ficar pouco ali parado, sem mexer pouco no 
celular. Então, acho que são hábitos que vieram e vão ficar, e são bem importantes para a gente, para a nossa 
saúde mental também. 
 
 
 
 
 
Speaker 2 - 12:24
 
 Falando nisso, quais vocês",mixed
doc_a11e5233b2bda4e2,doc_a11e5233b2bda4e2_ch_0013,13,pt,"é fazer o máximo que eu posso dentro das minhas 
possibilidades. E aí, de novo, sempre repensando no que eu poderia fazer diferente, que seria baixo impacto no 
meu estilo de vida, mas que faria algum tipo de mudança. Algum tipo de impacto, para sempre tentar diminuir 
essa pegada de carbono. 
 
 
 
 
 
Speaker 2 - 14:54
 
 Dá exemplo do que vocês acabam fazendo no dia a dia de vocês? 
 
 
 
 
 
Speaker 4 - 15:01
 
 Tem essa questão de separar o lixo. Eu tenho uma composteira, então eu composto lixo orgânico. Eu tento reduzir 
ao máximo que eu posso, uso de plástico de uso único, esse tipo de coisa. E sempre estou pesquisando, sei lá. 
Coisas novas que eu possa tentar reduzir. E também tem essa onda de greenwashing, que uma empresa diz que é 
sustentável, mas eu sempre paro para pensar, mas é mesmo? Até que ponto ela é sustentável? Ela colocou uma 
embalagem que é feita de plástico reciclável, mas o produto destrói mananciais, não é assim que eu quero 
participar da cadeia sustentável. 
 
 
 
 
 
Speaker 2 - 16:05
 
 As outras? 
 
 
 
 
Speaker 3 - 16:08
 
 Eu acho que é basicamente isso que a Larissa, ela foi assim bem completa. 
 
 
Speaker 2 - 16:15
Meeting Title:",mixed
