doc_id,chunk_id,chunk_index,idioma,texto_analise,n_palavras,source_filename_hash,collection_batch,mes,ano,projeto,pais,marca_foco,publico,tipo_sessao,canal_origem
doc_d9b928d2f9d57ae9,doc_d9b928d2f9d57ae9_ch_0065,65,pt,"reated at: 16th Mar, 2026 - 4:35 PM
68 / 145
 
 
 
 
 
Speaker 3 - 56:14
 
 E quem está fazendo recorrentemente pedidos de avô? Eu estou pedindo, mas não está chegando. 
 
 
 
 
 
Speaker 4 - 56:25
 
 Exatamente. 
 
 
 
 
 
Speaker 3 - 56:27
 
 Mas o que a gente está pedindo? Vai, já vou. O que tá saindo? 
 
 
 
 
 
Speaker 4 - 56:30
 
 Maquiagem em casa estilo. 
 
 
 
 
 
Speaker 3 - 56:32
 
 É, maquiagem em casa estilo. 
 
 
 
 
Speaker 1 - 56:33
 
 A linha toda do Power Stay, aqueles crepes depilação que teve uma mulher que me pediu 10 e eu falei, meu Deus, 
será que isso funciona mesmo? 
 
 
Speaker 4 - 56:43
 
Meeting Title: 
DG1_Mercato_231123_14h00_COMPLEMENTO.mp3
Meeting created at: 16th Mar, 2026 - 4:35 PM
69 / 145
 
 
 Funciona. 
 
 
 
 
Speaker 1 - 56:43
 
 Aí eu fui testar. 
 
 
 
 
 
Speaker 2 - 56:45
 
 Funciona. 
 
 
 
 
Speaker 1 - 56:45
 
 Funciona divertido. 
 
 
 
 
 
Speaker 4 - 56:46
 
 Fiquei toda empolgada. 
 
 
 
 
 
Speaker 3 - 56:48
 
 Ela tá com batom, ela falou. 
 
 
 
 
Speaker 1 - 56:50
 
 Não, eu tenho também. 
 
 
 
 
Speaker 5 - 56:52
 
Meeting Title: 
DG1_Mercato_231123_14h00_COMPLEMENTO.mp3
Meeting created at: 16th Mar, 2026 - 4:35 PM
70 / 145",183,4d9d16c465e049bd3037,v2,novembro,None,mercato_brasil,nao_inferido,nao_inferido,nao_inferido,nao_inferido,pdf
doc_5c06d290f301eadb,doc_5c06d290f301eadb_ch_0013,13,pt,"o da natura e o produto de qualidade 
é muito similar. E tem gente que prefere a Natura mesmo, né? Por exemplo, a linha Eco, você perder sabonete em 
barra da linha Eco se acabou, tem cliente que só quer aquele ou da linha todo dia. Então, assim, a oferta de 
produtos da Natura em relação a a esses itens de higiene pessoal melhor, mais diversificada do que a do Boticário 
com preço mais afetível, porque todo tipo tem outro em promoção. 
 
 
 
 
Speaker 1 - 15:27
 
 E como que você... Você falou pouquinho que seus clientes são pessoas ou da região ou como foram indicados, 
mas assim, me fala pouquinho como você define o perfil, assim, dos seus clientes hoje? 
 
 
 
 
 
Speaker 2 - 15:40
 
 Olha, eu tenho perfil totalmente feminino, não tenho cliente masculino, só meu marido. Mas é totalmente 
feminino, e normalmente mulheres de [IDADE] anos para cima. 
 
 
 
 
Speaker 1 - 16:02
 
 E aí você já comentou pouco do que eles costumam te procurar, o que dão de preferência em cada marca, o seu 
relacionamento com eles é digital, pelo que entendi, você faz isso via WhatsApp, via redes sociais, qual que é o 
seu principal foco, canal de comunicação com eles? 
 
 
 
 
 
Speaker 2 - 16:20",207,1609c3fcac4357aea173,v2,maio,None,natura_3cs,nao_inferido,natura,consultoras,nao_inferido,m4a
doc_9ed820073ce06c76,doc_9ed820073ce06c76_ch_0092,92,pt,"se daí, mas... É outra coisa também assim que é o menos importante pra mim, 
sinceramente. 
 
 
 
 
 
Speaker 2 - 01:40:50
 
 Bom, deixa eu falar uma coisa agora, 
 
 
 
 
 
Speaker 4 - 01:40:53
 
 Depois eu quero ver a reação dos comentários dela. 
 
 
 
 
 
Speaker 2 - 01:40:55
 
Meeting Title: Q2_Biome_1104_14h30.m4a Meeting created at: 18th Mar, 2026 - 9:56 PM
67 / 98
 Eu queria que vocês me falassem dessa embalagem externa aqui, ó. 
 
 
 
 
Speaker 3 - 01:40:59
 
 Bonita. 
 
 
 
 
 
Speaker 2 - 01:41:01
 
 Vamos falar o que ela tá passando, o que ela tá transmitindo. 
 
 
 
 
 
Speaker 7 - 01:41:06
 
 Pra mim ela tá parecendo ser de plástico e eu não compraria. 
 
 
 
 
 
Speaker 2 - 01:41:11
 
 Ela não é reciclável. 
 
 
 
 
Speaker 5 - 01:41:12
 
 Não, ela não é reciclável. 
 
 
 
 
 
Speaker 7 - 01:41:14
 
 Olhando assim, parece de concha. 
 
 
 
 
Speaker 2 - 01:41:16
 
Meeting Title: Q2_Biome_1104_14h30.m4a Meeting created at: 18th Mar, 2026 - 9:56 PM
68 / 98
 
 Aqui não está mostrando, mas tem texto que explica que ela não é reciclável. 
 
 
 
 
Speaker 5 - 01:41:21
 
 Sim, sim. 
 
 
 
 
 
Speaker 2 - 01:41:22
 
 É o pessoal. 
 
 
 
 
Speaker 5 - 01:41:24
 
 Eu",197,612b6b60de6e532a1a4b,v2,abril,None,biome,nao_inferido,nao_inferido,nao_inferido,nao_inferido,pdf
doc_b6fd5d628bb2710e,doc_b6fd5d628bb2710e_ch_0124,124,pt,"o T1. 
 
 
 
 
 
Speaker 2 - 01:31:54
 
 Tudo código, né? 
 
 
 
 
Speaker 1 - 01:31:56
 
 Tudo código. Eu quero ter muita coisa, né? Senão você fica doido. Vou escrever sobre isso e falar sobre isso. Esse 
é o T1. 
 
 
 
 
 
Speaker 2 - 01:32:07
 
 Não gostei, não? Não gostei. Mas a única coisa que tá diferente basicamente é o refil. 
 
 
 
 
Speaker 4 - 01:32:13
 
Meeting Title: DG6_Anima_0712_10h00 .mp3 Meeting created at: 18th Mar, 2026 - 4:40 PM
161 / 205
 
 Eu acho que os outros parecem uma garrafinha de cerveja. 
 
 
 
 
Speaker 1 - 01:32:16
 
 Só o refil é diferente. Parece garrafinha de cerveja. 
 
 
 
 
 
Speaker 2 - 01:32:21
 
 E essa máscara tá muito... O da máscara tá muito feio. 
 
 
 
 
Speaker 1 - 01:32:25
 
 É? Máscara muito feia. 
 
 
 
 
 
Speaker 2 - 01:32:28
 
 Tipo, me dá .. 
 
 
 
 
Speaker 1 - 01:32:30
 
 O que é isso? 
 
 
 
 
 
Speaker 2 - 01:32:31
 
 Tá. 
 
 
 
 
Speaker 1 - 01:32:32
 
 Bom, já ouvi que vocês não gostaram, mas não tinha que perguntar. 
 
Meeting Title: DG6_Anima_0712_10h00 .mp3 Meeting created at: 18th Mar, 2026 - 4:40 PM
162 / 205
 
 
 
 
 
Speaker 4 - 01:32:35
 
 Só seria legal gostar de parecer uma garrafinha de cerveja se fosse",201,15a49e392401c8e8c250,v2,dezembro,None,anima,nao_inferido,nao_inferido,nao_inferido,nao_inferido,pdf
doc_20c080a645217030,doc_20c080a645217030_ch_0015,15,pt,"108
 
 
 
 
Speaker 6 - 20:33
 
 Contaria que é uma propaganda de hidratante corporal, onde aparece, no fundo da propaganda, aparece floresta e 
fala sobre o hidratante, onde ela vai passando pelo corpo, mostrando a leveza, a maciez que aquele hidratante 
está proporcionando, e fala também dos benefícios da composição. Fala sobre o ácido hialurônico, que traz mais 
hidratação ao corpo, É, basicamente isso. 
 
 
 
 
 
Speaker 3 - 21:05
 
 Ana, como você contaria essa propaganda? 
 
 
 
 
Speaker 1 - 21:10
 
 Então, eu diria que é uma propaganda da natura, onde tá falando de hidratante corporal para o humano, onde no 
vídeo ele me transparece uma leveza, onde ele mostra autocuidado com no movimento do vidro e que o Tucumã 
ele ajuda a produzir o ácido hialurônico do corpo dando uma hidratação mais intensa. 
 
 
 
 
 
Speaker 3 - 21:38
 
 E que cês acharam dessa propaganda? Uma atenção de vocês. O que ficou aí para vocês depois de terem 
assistido? Luana, me conta pouquinho. 
 
 
 
 
 
Speaker 2 - 21:55
 
 Eu gostei. Eu gostei da vontade, apesar de ser de produto que é tão distante, que a gente nem conhece, que é o 
Tucumã, vem derivado disso, dá uma curiosidade. Eu acho que dá uma",197,65b88f374ba2e7f909ac,v2,abril,None,rosacea,brasil,natura,nao_inferido,nao_inferido,pdf
doc_047d9aa2d7261b26,doc_047d9aa2d7261b26_ch_0089,89,pt,"em lembro como foi. Agora tudo apagou também. 
 
 
 
 
Speaker 1 - 01:20:37
 
 Alguém lembra? Como é que vocês foram avisadas? 
 
 
 
 
 
Speaker 2 - 01:20:40
 
 Eu acho que foi a minha amiga. 
 
 
 
 
 
Speaker 5 - 01:20:43
 
 Que me falou que eu tava mudando. 
 
 
 
 
Speaker 1 - 01:20:46
 
 Ela me enviou uma mensagem. 
 
 
 
 
Speaker 2 - 01:20:49
 
Meeting Title: DG3_Mercato_211123_14h00.mp3 Meeting created at: 16th Mar, 2026 - 4:38 PM
106 / 156
 
 Não, ela me enviou uma mensagem de vídeo. Ela falou pra mim, olha, sinto informá-la, mas não vou poder. 
 
 
 
 
Speaker 1 - 01:20:56
 
 Ela começou assim, sinto informá-la. 
 
 
 
 
 
Speaker 2 - 01:20:58
 
 Mas você vai estar mudando de setor. A partir de agora eu não vou poder ser mais a sua amiga. Mas aí eu pensei 
que eu ia ficar com a gerente, né? Pensei que o povo já tinha mudado. 
 
 
 
 
Speaker 1 - 01:21:12
 
 Entendeu, tô, vou em mídia. Ela começou, sinto te informar que não vou mais te atender. 
 
 
 
 
 
Speaker 6 - 01:21:16
 
 É, eu acho que foi assim. 
 
 
 
 
Speaker 1 - 01:21:18
 
 Eu não lembro. 
 
 
 
 
 
Speaker 2 - 01:21:19
 
 Eu sei que a história foi tão traumática pra mim que eu não... Se você falar pra mim",213,df2710466654cdc4c28e,v2,novembro,None,mercato_brasil,nao_inferido,nao_inferido,nao_inferido,nao_inferido,pdf
doc_02c37e00145d9a32,doc_02c37e00145d9a32_ch_0028,28,pt,"09
 
 Não, não, exatamente. A gente quer puro, como é no dia a dia, como é na vida normal. Me fala então, quais as 
vantagens do link de pagamento? 
 
 
Speaker 3 - 29:20
Meeting Title: EP12_Compras 
Digitais_0111_11h30.m4a
Meeting created at: 11th Mar, 2026 - 4:42 PM
23 / 56
 
 
 
 Então, pra mim o link é muito prático, né? Eu quero, preciso de uma coisa, eu vou lá e pago e já tá tudo certo, não 
preciso me preocupar. Eu acho que essa é a maior vantagem que eu tenho. A velocidade, eu não ficar perdendo 
tempo olhando outras coisas que eu não preciso. Essas são duas vantagens que sempre existem. 
 
 
 
 
 
Speaker 2 - 29:45
 
 E qual é a desvantagem? 
 
 
 
 
 
Speaker 3 - 29:48
 
 A desvantagem, eu acho que é essa parte, de vez em quando a gente quer consumir uma coisinha a mais e o link 
nem te dá essa liberdade. Eu vejo isso como, por exemplo, se eu vou pedir pelo link, se eu peço para ela algo 
específico, vem o link, paguei, para que eu vou olhar a revista? Então, assim, para mim, como eu te falei, isso sai 
como uma vantagem e como uma desvantagem, porque às vezes a gente pensa assim, esqueci de alguma coisa, 
ou então perdi aquela promoção ali que eu nem olhei.",219,90824a8d1f1f0f9751f8,v2,outubro,None,compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a
doc_bd7e79d2d8b662f0,doc_bd7e79d2d8b662f0_ch_0087,87,pt,"1:15:27
 
 Pergaminho? 
 
 
 
 
 
Speaker 4 - 01:15:29
 
 Pergaminho! 
 
 
 
 
Speaker 2 - 01:15:31
 
Meeting Title: DG4_Anima_0612_14h00.mp3 Meeting created at: 18th Mar, 2026 - 4:39 PM
112 / 172
 
 Mas legal, é uma coisa que conversa muito com a dupla natural e toda essa coisa que a gente já tá falando. 
 
 
 
 
 
Speaker 4 - 01:15:38
 
 Isso, no povo ruim. 
 
 
 
 
 
Speaker 2 - 01:15:41
 
 Olha aí, mudou seu conceito. 
 
 
 
 
 
Speaker 3 - 01:15:43
 
 Mas é melhor do que imprimir atrás. 
 
 
 
 
Speaker 1 - 01:15:48
 
 Ninguém olha os rótulos. 
 
 
 
 
 
Speaker 3 - 01:15:50
 
 É, ninguém não olha. 
 
 
 
 
 
Speaker 5 - 01:15:51
 
 Eu não olho. 
 
 
Meeting Title: DG4_Anima_0612_14h00.mp3 Meeting created at: 18th Mar, 2026 - 4:39 PM
113 / 172
 
 
Speaker 3 - 01:15:53
 
 Eu não olho. 
 
 
 
 
 
Speaker 4 - 01:15:53
 
 Você olha os parabéns lá na questão. 
 
 
 
 
Speaker 1 - 01:15:55
 
 Eu olho os parabéns? 
 
 
 
 
 
Speaker 3 - 01:15:56
 
 Parabéns é a única coisa que eu leio. 
 
 
 
 
Speaker 1 - 01:16:00
 
 Não tem sal. 
 
 
 
 
 
Speaker 3 - 01:16:02
 
 Só isso agora. 
 
 
 
 
 
Speaker 2 - 01:16:03
 
 É diferente, mas é interessante. 
 
Meeting Title:",194,17032f4c61bbed62c5fe,v2,dezembro,None,anima,nao_inferido,nao_inferido,nao_inferido,nao_inferido,pdf
doc_57600d8711fbb9d4,doc_57600d8711fbb9d4_ch_0004,4,pt,"Não, tudo bem. 
 
 
 
 
Speaker 1 - 04:34
 
 Só minutinho. 
 
 
 
 
 
Speaker 2 - 05:08
 
 A gente pode começar então, Isabela? Eu vou só fazer uma introdução e aí eu... Eu compartilho a tela e aí a gente 
vai vendo de cada etapa que vocês fizeram. Como eu falei, então, a ideia é que realmente... A gente até tá 
chamando essas entrevistas de download, né? Porque a ideia é fazer uma espécie de download do que vocês 
vivenciaram, né? Porque aí eu vou trabalhar com esses dados que vocês enviaram pra gente, Mas é importante 
também ter essa conversa para assimilar melhor algumas coisas, né? Às vezes conversando traz mais vida 
também para aquilo que vocês colocaram no questionário. 
 
 
 
 
Speaker 1 - 05:51
 
 E muita coisa do que a gente tirou dali não tinha no questionário, sabe? A gente escreveu bastante coisa em 
outras informações. Você queria acrescentar? Foi onde a gente mais escreveu. Porque não necessariamente é 
uma coisa nova da perfumaria, uma coisa que eu não sabia, mas é uma coisa que a gente acha interessante, 
independente de ter sido legal ou não, sabe? 
 
 
 
 
 
Speaker 2 - 06:10
 
 Legal. É, mas assim, para não ficar muita coisa para vocês responderem depois, a",202,a443590812deeecbecce,v2,agosto,None,3cs_perfumes,nao_inferido,nao_inferido,nao_inferido,entrevista_em_profundidade,m4a
doc_813751e4679e395b,doc_813751e4679e395b_ch_0010,10,pt,"e saber limitar pouquinho mais a... O business hours nas horários comerciais, acho que isso 
a gente perdeu muito e mesmo vendo, eu estava percebendo esses dias, apesar de estar trabalhando de casa, eu 
saí e como moro aqui em Pires, tem muita empresa, eu vi que as pessoas voltaram bastante para o escritório, 
mas eu acho que ainda esse limite, esse mindset de a gente ter pouco segmentação entre as nossas várias 
facetas da vida meio que ficou nublado e muita gente ainda tem dificuldade de entender que é necessário a gente 
ter esses momentos de, não, não estou trabalhando. 
 
 
 
 
Speaker 3 - 10:48
 
 Então a gente acha que ainda a gente tem que voltar a encontrar qual uma outra dinâmica, qual uma outra 
equação correta nesse momento. Eu acho que é exercício, acho que vai ser da humanidade, não é só nosso, não. 
 
 
 
 
Speaker 4 - 11:03
 
Meeting Title: Q4_Biome_1204_14h30.m4a Meeting created at: 18th Mar, 2026 - 9:55 PM
7 / 72
 
 No meu caso eu trabalho muito, eu cuido de uma equipe grande, então eu viajo muito, a minha empresa é uma 
empresa de... Nós fazemos máquina de geradores de ozônio, então a gente atende aeroportos, atende hospitais, 
atende... Agora a Força Aérea do",207,f692d366757b6829a3ad,v2,abril,None,biome,nao_inferido,nao_inferido,nao_inferido,nao_inferido,pdf
doc_74ca043fafaaea8d,doc_74ca043fafaaea8d_ch_0017,17,pt,"Speaker 1 - 17:21
 
 Mais jovens. Por quê? 
 
 
 
 
 
Speaker 2 - 17:23
 
 Porque eu não sei. Eu não sou. Eu acho que as pessoas mais jovens vão gostar mais. 
 
 
 
 
Speaker 1 - 17:30
 
 É que eles gostam de coisa nova. 
 
 
 
 
 
Speaker 2 - 17:33
 
 Diferente. 
 
Meeting Title: DG7_Anima_0712_13h00.mp3 Meeting created at: 18th Mar, 2026 - 4:42 PM
13 / 107
 
 
 
Speaker 1 - 17:34
 
 O que você acha, Sandra? 
 
 
 
 
 
Speaker 2 - 17:34
 
 Pela tecnologia, modernidade, vai chamar também atenção dos mais jovens sim, porque os mais. 
 
 
 
 
Speaker 1 - 17:40
 
 Jovens são Mas você acha tecnológico? 
 
 
 
 
 
Speaker 2 - 17:43
 
 Eu acho. 
 
 
 
 
Speaker 1 - 17:44
 
 O que você tem de tecnológico? Interessante. 
 
 
 
 
 
Speaker 2 - 17:46
 
 Então, foi falado assim, os formatos que levam flores, levam pinto. Então assim, como a Natura trabalha com a 
biodiversidade da natureza, os ativos do Brasil, né? Então assim, os jovens também gostam dessa 
sustentabilidade. 
 
 
 
 
Speaker 1 - 17:59
 
 Que legal. 
 
 
Meeting Title: DG7_Anima_0712_13h00.mp3 Meeting created at: 18th Mar, 2026 - 4:42 PM
14 / 107
 
 
Speaker 2 - 18:00
 
 Veganos, né? Você pode ver que a Natura",186,e2ee5ae3ecae1fec0f25,v2,dezembro,None,anima,nao_inferido,nao_inferido,nao_inferido,nao_inferido,pdf
doc_2da4b14181ace08e,doc_2da4b14181ace08e_ch_0001,1,pt,"Speaker 1 - 00:20
 
 Olá. 
 
 
 
 
 
Speaker 2 - 00:32
 
 Oi, meninas, boa tarde. Prazer, eu sou a [NOME], eu que vou conversar com vocês. Obrigada por aceitarem 
nosso convite de fazer esse bate-papo aqui. A ideia é conversar hoje com vocês sobre propaganda. Então, eu vou 
mostrar umas ideias de propaganda e quero ouvir o que vocês acham, o que vocês entendem. Enfim, se chama 
atenção de vocês, se não chama. O que é importante? A gente chama várias pessoas porque, às vezes, a gente 
assiste uma propaganda. Uma entende uma coisa, a outra entende a outra. E o importante é que As duas estão 
entendendo, tá? Não é porque uma entender uma coisa diferente da sua que você vai ficar quieta, então fica à 
vontade para falar também, porque isso é bem importante aqui para a gente que está fazendo a pesquisa. 
 
 
 
 
 
Speaker 2 - 01:24
 
 Então vou pedir para a gente começar, vou pedir para vocês se apresentarem, então falar o nome, contar da 
cidade que vocês estão falando. Quiser contar alguma coisa da vida de vocês também, do que trabalha, enfim, 
vocês acharem que vale a pena. E a gente já começa, tá bom? Eu só não estou vendo a Priscila. Acabei de ver. 
Pronto. Maravilha. Quem quer",212,8924afb440fb42c1c83a,v2,abril,None,rosacea,brasil,nao_inferido,nao_inferido,nao_inferido,pdf
doc_1cecf4bbb8f06cf1,doc_1cecf4bbb8f06cf1_ch_0045,45,pt,"Speaker 3 - 59:00
 
 Vamos lá. Por que o S14, Silvane? 
 
 
 
 
 
Speaker 4 - 59:06
 
 Porque se o que eu tô vendo ali é o produto dentro, Esse produto cintilante dá uma impressão que vai ficar uma 
pele muito luminosa, sabe? 
 
 
 
 
Speaker 3 - 59:23
 
 S16, por que deu vontade de usar, Priscila? 
 
 
 
 
Speaker 5 - 59:28
 
Meeting Title: TR2 - Gaia II.m4a Meeting created at: 18th Mar, 2026 - 11:59 AM
42 / 72
 De novo, a coisa tecnológica, a leveza do produto. 
 
 
 
 
Speaker 3 - 59:34
 
 E a S17? 
 
 
 
 
Speaker 5 - 59:39
 
 Tratação, água. Água, aquela água ali dentro daquela propaganda ali me fala, gente, isso aí hidrata, isso aí é 
gostoso. Tá calor, eu quero água. 
 
 
 
 
Speaker 3 - 59:54
 
 Tem algum que não dá vontade de usar pela forma como ele tá apresentado aqui? 
 
 
 
 
Speaker 5 - 01:00:01
 
 S5. 
 
 
 
 
Speaker 3 - 01:00:05
 
 S5, Silvani. 
 
 
 
 
 
Speaker 4 - 01:00:08
 
 S4. 
 
 
 
 
Speaker 3 - 01:00:11
 
 S4. Então me contem, por que não dá vontade de usar o S4, Silvane? 
 
 
Speaker 4 - 01:00:19
Meeting Title: TR2 - Gaia II.m4a Meeting created at: 18th Mar, 2026 - 11:59 AM
43 / 72
 
 
 
 Sei, parece, eu não sei se é a cor, mas ele não me diz nem",213,330f57dda9b5c4ab1446,v2,fevereiro,None,gaia_ii,nao_inferido,nao_inferido,nao_inferido,nao_inferido,pdf
doc_fcc334ae6da3d7f2,doc_fcc334ae6da3d7f2_ch_0025,25,pt,"_Flávia.m4a
Meeting created at: 20th Mar, 2026 - 5:07 PM
14 / 29
 
 Tá. Aí eu perguntei se ele, a gente perguntou, né, se ele dá perfume de presente. Ele fala que sim, pra esposa. Eu 
falei, e o que você dá? Eu dou os que eu já sei que ela gosta. Então ele também não arrisca, não. Ele dá... 
 
 
 
 
Speaker 1 - 35:06
 
 Vai para o ambiente controlado que ela gosta e tal e ele falou que ele já comprou dentre os que ela gosta ele já 
comprou que vinha com pequenininho igual só que pequenininho ele escolheu esse dentro daqueles que ela 
gostava ele escolheu porque vinha esse pequenininho que ele fala que é muito bom que dá para levar ele falou 
tamanho pequenininho é muito bom eu já comprei perfume por causa disso né e foi esse presente da esposa que 
vinha o grande mais o pequeno eu falei tá então você dá perfume para sua esposa e é e você ganha de presente 
né perfume ele falou se for me dar, tem que conhecer meu gosto"". Deu a entender que, assim, é algo muito 
pessoal. E que ele só dá pra pessoas que ele conhece muito bem. Ou também só recebe de pessoas que 
conhecem ele muito bem. 
 
 
 
 
Speaker 1 - 36:07
 
 Então, a mãe, a esposa... Aí ele falou, mas eu já dei natural homem",230,51877c0e03e2ecaa2266,v2,agosto,None,3cs_perfumes,nao_inferido,nao_inferido,nao_inferido,entrevista_em_profundidade,m4a
doc_ca13ed7a8ce3eb34,doc_ca13ed7a8ce3eb34_ch_0071,71,pt,"at: 20th Mar, 2026 - 5:11 PM
44 / 56
 
 
 
Speaker 1 - 01:38:01
 
 Quando você vai no YouTube procurar, vamos supor, tinta vermelha da Colestom, será que é boa ou é ruim? Lá no 
YouTube eu coloco, quando eu pinto o meu cabelo de preto. É o que foi que eu fiz, que o meu cabelo, em menos 
de dois anos, tá chegando perto do bumbum. Que o meu cabelo eu cortei parecendo homem sofista. E aí eu me 
arrependi, porque eu queria voltar a buscar tudo isso aí causa engajamento daquelas pessoas que não te 
conhecem, tá? Não tenho nenhum meio artístico nem nada não, tá? Nada de coisa de televisão, nada disso. É 
porque eu coloco lá, porque às vezes pode te ajudar. 
 
 
 
 
 
Speaker 2 - 01:38:38
 
 E isso é uma causa. Isso, mas aí elas te ligam, tipo assim, gerou engajamento, elas te conheceram, aí elas te 
ligam e te fazem pedido, né? 
 
 
 
 
Speaker 1 - 01:38:47
 
 Não, não, a Natura tem uma rede que se chama Rede Natura, que você consegue, lembra que no começo eu te 
disse que eu consigo comprar para o cliente ou auxiliar ele para ele comprar de qualquer lugar do Brasil, a Natura 
mesmo entrega? Pronto, a Natura tem uma loja pra cada uma consultora, eu também sou consultora, eu tenho, 
né?",224,cef115eec5b2f1b1d7b2,v2,agosto,None,3cs_perfumes,nao_inferido,nao_inferido,lideres,entrevista_em_profundidade,m4a
doc_c8cb62c97a6b1133,doc_c8cb62c97a6b1133_ch_0007,7,pt,"a Meeting created at: 20th Mar, 2026 - 3:00 PM
8 / 49
 
 
 
 Prazer, Fernanda. 
 
 
 
 
 
Speaker 4 - 06:49
 
 Prazer, tudo bem? 
 
 
 
 
 
Speaker 2 - 06:51
 
 Tudo. 
 
 
 
 
Speaker 1 - 06:53
 
 Oi. Carol, você faz alguma ideia se a Polly ou a Erika vão entrar ou não? 
 
 
 
 
 
Speaker 4 - 06:59
 
 Não faço ideia, gente. 
 
 
 
 
Speaker 1 - 07:00
 
 Tá, deixa eu só ver se elas... A Thaís acabou de mandar, que você estava tentando entrar, deixa eu já avisar que 
você entrou. 
 
 
 
 
 
Speaker 4 - 07:07
 
 Isso, consegui. 
 
 
Meeting Title: EP7_Download_3Cs.m4a Meeting created at: 20th Mar, 2026 - 3:00 PM
9 / 49
 
Speaker 1 - 07:08
 
 A Thaís acabou de me mandar aqui. 
 
 
 
 
 
Speaker 4 - 07:09
 
 Ela até mandou aqui para facilitar, mas eu já tinha conseguido, vocês me ajudaram por aqui mesmo. 
 
 
 
 
Speaker 1 - 07:16
 
 É, já te coloquei como painelista, né? 
 
 
 
 
 
Speaker 4 - 07:17
 
 Isso, foi ótimo. 
 
 
 
 
 
Speaker 2 - 07:22
 
 Acho que a gente espera uns cinco minutinhos para ver se... E se a Paula e a Erika vêm, senão eu começo contigo 
representando o trio, tá bom? 
 
 
 
 
 
Speaker 4 - 07:32
 
 Tá bom, combinado. 
 
 
 
 
Speaker 1 - 08:03
 
 Obrigada.",197,34c90e19e4fb4935d09b,v2,maio,None,natura_3cs,nao_inferido,natura,nao_inferido,nao_inferido,m4a
doc_0f20528122df94e9,doc_0f20528122df94e9_ch_0002,2,pt,"1:01
 
 Tá bom. Vou chamar de Angélica, que foi como você se apresentou, então. 
 
 
 
 
 
Speaker 2 - 01:04
 
 Tá bom. 
 
 
 
 
Speaker 1 - 01:05
 
 Angélica, eu não me apresentei também, né? Eu sou a [NOME], eu tô aqui representando a Kira, que é uma 
empresa de pesquisa de mercado independente. Então, como a Thais falou, a gente garante a sua 
confidencialidade e a gente também No caso, eu aqui tenho uma postura neutra, então a gente vai falar de 
marcas, você fique à vontade para falar bem ou mal, para trazer opiniões positivas ou negativas, que eu não estou 
aqui necessariamente representando uma empresa específica, tá bom? 
 
 
 
 
 
Speaker 2 - 01:34
 
 Certo. 
 
 
 
 
Speaker 1 - 01:35
 
 Hoje a gente vai falar sobre cuidados pessoais, mais especificamente sobre a compra de produtos, então como 
você compra, em que locais. Mas para a gente começar, eu queria que você me contasse o que é cuidado pessoal 
para você, o que vem à sua mente quando a gente fala em cuidado pessoal. 
 
 
 
 
Speaker 2 - 01:54
 
Meeting Title: EP13_Compras 
Digitais_0111_16h45.m4a
Meeting created at: 11th Mar, 2026 - 4:42 PM
2 / 41
 
 Eu acredito que quando a gente cuida do nosso corpo, da nossa",202,2d3613315514084b5bc4,v2,outubro,None,compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a
doc_e64af23fbf476840,doc_e64af23fbf476840_ch_0033,33,es,"K, entiendo. ¿Qué me quieres decir tú Ale? ¿Qué otra capita dice Viana y tecnología, qué otra cosa? 
 
 
 
 
 
Speaker 2 - 36:42
 
 Para mí se aporta porque bueno, nosotros conocemos la empresa y conocemos el producto, pero si esto lo va a 
ver gente de toda. Yo me imagino que son publicidades para redes, me imagino son publicidades para antes de 
que empiece un video en YouTube de esos que te meten así, tiene que ser súper cortito para verlo, entonces le 
hace saber a la gente, Natura, porque muchísima gente nos conoce de para empezar es Natura y Natura tiene 
productos para las arrugas, entonces para mí claro que suma esa parte y sí, obviamente buscaría que se 
complementara con todo lo que nos hace distinto, que obviamente pues ayuda a destacar la marca y el producto 
por todos sus diferenciales. 
 
 
 
 
 
Speaker 3 - 37:26
 
 OK, perfecto. Rebe, Janet, no sé si me quieren complementar algo o es la manita de la participación anterior. 
Meeting Title: Q1_Rosacea 
MEX_0404_13h00_Consultoras.m4a
Meeting created at: 18th Mar, 2026 - 10:13 PM
18 / 68
 
 
 
 
 
Speaker 4 - 37:35
 
 Generalmente el concepto de cronos habla de justamente esto de ser, de vivir tu adultez o transitar",202,712c7a10f935122da23e,v2,abril,None,rosacea,mexico,nao_inferido,nao_inferido,nao_inferido,pdf
