doc_id,dimensao,score_doc_per_1k,hits_na_frase,evidencia,projeto,pais,marca_foco,publico,tipo_sessao,canal_origem,idioma_original,persona_nome_auto
doc_31188a538d1b01b5,motivador__sensorial_experiencia,13.38656646312823,5,"Ela não sabia, ela comprou pela internet, ela comprou online, o Ilia, e ela não sabia nem qual era o cheiro da fragrância, foi porque ela gostou da embalagem, e ela, durante a entrevista, ela citava muito isso, o quanto para ela, no caso de Ilia, foi a questão da embalagem ser bonita e prática de carregar na bolsa, porque é uma embalagem menor e, enfim, ela já conhecia a natura, e mesmo sem saber a fragrância, ela achou ali que seria bom, tanto da exposição da embalagem, como na casa dela, como...",3cs_perfumes,nao_inferido,nao_inferido,nao_inferido,entrevista_em_profundidade,m4a,pt,sem_persona_rodar_notebook_04
doc_3662c092fa45c669,motivador__sensorial_experiencia,10.937329104232747,3,"O que eu gostava de perfumes mais cítricos, mais leves.",3cs_perfumes,nao_inferido,nao_inferido,nao_inferido,entrevista_em_profundidade,m4a,pt,sem_persona_rodar_notebook_04
doc_e668ad5d413dd19f,motivador__sensorial_experiencia,10.224842193124315,3,"E como que é a sensação, só fechando aqui, Ana Luísa, qual que é a sensação, por exemplo, quando a gente está com a pele mais ressecada, como que fica visualmente, qual que é a sensação que a gente tem, como é que isso impacta nosso emocional, sabe?",radiosa,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_1d7aeba5c3deb241,motivador__sensorial_experiencia,9.82961992136304,4,"Speaker 2 - Não, a única coisa que ele disse, ele enfatizou muito essa questão dos cheiros suaves, e até usou, ele tem enteado de [IDADE] anos, ele até usou o enteado como exemplo, ele falou assim, o meu enteado adora perfume, e ele usa muito perfume, passa muito e fica muito forte, e eu até falo pra ele, tá forte demais, tá desagradável, então, eu acho que tem essa coisa do...",3cs_perfumes,nao_inferido,nao_inferido,nao_inferido,entrevista_em_profundidade,m4a,pt,sem_persona_rodar_notebook_04
doc_96f34760018e32cc,motivador__marca_confianca_memoria,31.27082870473228,11,"Speaker 1 - ¿Ahora esta Natura, acá se siente como el sello, la impronta de la marca Natura, como la estética o la forma de hablar de la marca Natura o no, o sienten que la marca se pierde y podría ser una comunicación de cualquier otra marca?",rosacea,argentina,nao_inferido,nao_inferido,nao_inferido,pdf,es,sem_persona_rodar_notebook_04
doc_761f127ebf5926ab,motivador__marca_confianca_memoria,25.924702774108322,6,"Em cima das prateleiras tinha pouco de identidade visual das marcas, das principais marcas, então Lancome, Carolina Herrera, 2&2, então tinha pouco dessa construção de aspiracionalidade de cada marca, principalmente das principais.",3cs_perfumes,nao_inferido,nao_inferido,nao_inferido,entrevista_em_profundidade,m4a,pt,sem_persona_rodar_notebook_04
doc_6da518659b1ee271,motivador__marca_confianca_memoria,25.166750742671375,4,"OK, pero desde lo que me dicen es como que las marcas del mundo de las cremas o los productos para cuidar el rostro están como un paso más adelante, nos están contando qué tienen, qué ingredientes tienen, en base a qué cosas nuevas van saliendo para prometernos ciertos beneficios, los resultados como que acá está como que le falta un poco de completar esta información si uno lo compara con esto que están diciendo que las marcas ya vienen hablando de los ingredientes de los productos, sería eso.",rosacea,argentina,nao_inferido,nao_inferido,nao_inferido,pdf,es,sem_persona_rodar_notebook_04
doc_33806bf9e4eb621f,motivador__marca_confianca_memoria,23.078940466824022,8,"Essa marca aí, essa marca daqui, aquela marca dali, que marcas que te vêm na cabeça?",natura_3cs,nao_inferido,natura,consumidoras,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_a966111a7b9eb0a6,motivador__marca_confianca_memoria,23.071852340145025,5,"Entre os acessórios das marcas Natura, Boticário, Avon, tem diferença de preço e qualidade?",natura_3cs,nao_inferido,natura,consultoras,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_012fe174842b390e,motivador__marca_confianca_memoria,22.47451343836886,4,"Por marca, assim, todo dia, de que marca?",natura_3cs,nao_inferido,natura,consultoras,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_39321562bc6f4763,motivador__natural_sustentavel_ingredientes,13.142591300302396,7,"Speaker 7 - Yo creo que igual también podría ser, no sé, Pons, Pons que también ahorita pues ha estado sacando por ejemplo cremitas de que he visto que de ácido hialurónico, algo cremas como más veganas, de hecho son veganas, que una es de sandía, otra es de naranja, entonces también como que los comerciales van como mucho en esa parte vegana, en esa parte natural de que te está ahorita creo que a la gente también le quieren vender algo que la gente diga eso es más natural, o sea no tiene tanto...",rosacea,mexico,concorrencia,nao_inferido,nao_inferido,pdf,es,sem_persona_rodar_notebook_04
doc_295321b3ea85e862,motivador__natural_sustentavel_ingredientes,11.506575185820468,4,"Speaker 2 - Você foca naquele que é o natural, que é natural, né?",anima,nao_inferido,nao_inferido,nao_inferido,nao_inferido,pdf,pt,sem_persona_rodar_notebook_04
doc_96f34760018e32cc,motivador__natural_sustentavel_ingredientes,10.775383248167074,5,"Si la naturaleza, si sentimos directamente la naturaleza en nuestro cuerpo, entonces ese contacto directo y todo el mundo tiene que ver con eso, desde los sonidos, la visual, es como que ¿Qué pasa si nos trasladamos o si tenemos un contacto más directo con Amazonia.",rosacea,argentina,nao_inferido,nao_inferido,nao_inferido,pdf,es,sem_persona_rodar_notebook_04
doc_1029b8f4fef9beca,motivador__natural_sustentavel_ingredientes,10.170817577259095,6,"Speaker 3 - Q6_Rosacea_ARG_1004_19h15_2540años_C1C2_Otras Te muestra también mucha naturaleza, como que muestra mucha naturaleza no del ser humano, sino de, no sé, hoja, sol, como que remite más a lo natural, no tanto a un laboratorio, por ejemplo.",rosacea,argentina,nao_inferido,nao_inferido,nao_inferido,pdf,es,sem_persona_rodar_notebook_04
doc_2da4b14181ace08e,motivador__natural_sustentavel_ingredientes,10.154525386313466,3,"Speaker 5 - Me transmitiu, eu tinha colocado lá nas palavras como natural, nacional e pele, né, porque foram essas as palavras que me remeteram, tipo algo que realmente você vai sentir o poder, digamos assim, da natureza brasileira, né, devido à Amazônia, na sua pele.",rosacea,brasil,nao_inferido,nao_inferido,nao_inferido,pdf,pt,sem_persona_rodar_notebook_04
doc_31b742a33ba14cee,motivador__natural_sustentavel_ingredientes,9.91604415944999,9,"Después bueno, que sea de natura también me lleva a que va a ser algo que va a tomar cuestiones de la naturaleza para beneficio de mi piel, para beneficio mío, que va a ser natural seguramente, me imagino que los procesos que utilizan que no van a contaminar, bueno un montón de cosas que ya vienen de la mano de la marca y al margen el dinamismo, los sonidos, daba unos sonidos como de Amazonia, de la selva, como unos sonidos así, la frescura, bueno eso, todo eso propio para mí armaba este cuadro...",rosacea,argentina,nao_inferido,nao_inferido,nao_inferido,pdf,es,sem_persona_rodar_notebook_04
doc_bb533aa1ff54f550,motivador__presente_status_estetica,27.708109399259524,5,"Então, isso também gera a experiência de quem está dando o presente, de montar de jeito essa embalagem para entregar para quem vai presentear, para quem vai ser o presenteado.",natura_3cs,nao_inferido,natura,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_500a84cf9936a539,motivador__presente_status_estetica,25.674931129476583,7,Speaker 3 - Mas você sabe que uma das grandes frustrações é a confirmação da nossa experiência né é quando a gente olha os nossos concorrentes e confrontando de frente o Boticário que é o nosso maior concorrente a experiência por pior que seja no Boticário é uma loja de presentes a nossa loja é uma loja de experiência ela não é uma loja de presente então a gente não é a gente entra na loja você não sente que tem uma imersão de presente você entra no Boticário é caixa empilhada para todo lado...,natura_3cs,nao_inferido,natura,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_c8cb62c97a6b1133,motivador__presente_status_estetica,24.861878453038674,8,"O que me chamou atenção na caixa, eu paguei essa caixa, eu paguei 8,50, cara, vinha uma em libras, cara, feliz dia das mães em libras, achei bem bonito, uma tangibilização de território do Boticário que é a diversidade e eles trazendo isso na caixa, achei muito bonito isso.",natura_3cs,nao_inferido,natura,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_4b2394cc0e9c67f8,motivador__presente_status_estetica,24.06764960971379,7,Esse presente já era bonito ele por si só na caixa tinha umas caixas bonitas elaboradas com ouro com dourado com bastante cor com bastante flores.,natura_3cs,nao_inferido,natura,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_f40017cf17c84e54,motivador__presente_status_estetica,23.33423253304559,10,"A experiência de compra, eu acho que é o número que é o seguinte, eu fui até shopping, eu procurei presente para presenteado, eu gastei esse meu tempo, eu vivi uma experiência boa em uma loja, eu recebi presente bonito, bem acabado, com uma embalagem bonita, eu tive uma experiência boa dentro dessa loja, sei que o meu presenteado pode vir aqui trocar se eventualmente ele não gostar e sair assim satisfeita né o a experiência de compra de presente numa venda na venda direta não é de construção...",natura_3cs,nao_inferido,natura,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_2fd5110893661ffc,motivador__presente_status_estetica,22.085259373394965,5,"Speaker 5 - E a sacola que tem, aquela sacola laranja que tem da Natura, aquilo é uma embalagem para presente, nos seus presentes, ou você faz uma coisa diferente?",natura_3cs,nao_inferido,natura,consultoras,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_d16712b5a3350889,motivador__canal_conveniencia_consultora,40.787786971215475,7,A consultora te manda o link e aí você acessa o site através desse link.,compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_fbdf5e17373e8de3,motivador__canal_conveniencia_consultora,40.76865909332201,8,"Speaker 3 - E no online, me explica pouco mais no online, como é que é esse no online?",compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_9a5944b3d38727a2,motivador__canal_conveniencia_consultora,40.76865909332201,8,"Speaker 3 - E no online, me explica pouco mais no online, como é que é esse no online?",compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_9852515aa99fe494,motivador__canal_conveniencia_consultora,38.39569576913671,8,"Se o link foi enviado pela consultora, enviar o pedido pelo WhatsApp é pela consultora.",compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_c9defe6cce5ff1fd,motivador__canal_conveniencia_consultora,37.656081014649494,9,"Ou eu vejo a revista ou ela me manda o link, que agora é mais pelo link, ela manda o link do meu WhatsApp.",compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_0f20528122df94e9,motivador__canal_conveniencia_consultora,35.20565113364475,6,"Speaker 2 - Na verdade, ela é amiga de uma amiga minha, foi assim que eu a conheci Porque eu sempre comprava produtos da Natura pelo site da Natura Entrava e via as promoções que eles sempre têm Muitas promoções, descontos e tal, e o frete é grátis Só que aí uma amiga minha que trabalhou comigo, ela tinha uma amiga que vende Ela tem espaço físico e tem uma loja online no próprio site da Natura.",compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_cfb49b86362bd118,motivador__indicacao_social_familiar,16.25685836212152,6,"Speaker 3 - Boa, e você falou que tem muitos amigos internacionais, sua família que mora em Itapevi, você costuma dar presentes para os seus amigos, para sua família?",natura_3cs,nao_inferido,natura,consumidoras,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_399dacb2736f0f29,motivador__indicacao_social_familiar,14.328094426560627,9,"A minha mãe mora aqui perto, é o primeiro também, eu sou [NOME], então eu acho que essa rede de apoio, a minha rede de apoio foi pouco privilegiada por causa disso, né, pelo momento, mas as minhas amigas também, é o primeiro, é o primeiro é a primeira filha no grupo de amigas, então as amigas também estão, tipo, faricando.",bem_maes,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_6a7dc800256491db,motivador__indicacao_social_familiar,12.064343163538874,5,"Asumir amorosamente todas nuestras madre, mujer, amiga, hija, compañera, profesional, organizarse, salir con las amigas, aplicar un labial, usar aquel perfume para momentos especiales, realizar un ritual de autocuidado, cuidar la piel, el cabello, hacerse un masaje, un viaje planeado, hacer tiempo, poner en práctica algún sueño.",bem_maes,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,es,sem_persona_rodar_notebook_04
doc_35dea0d9c934b094,motivador__indicacao_social_familiar,11.055486024196913,4,"Speaker 6 - É, você se torna mãe e obrigatoriamente você tem que deixar de viver Você tem que se cuidar integralmente 24 horas Se você deixa de trabalhar pra cuidar dos filhos em casa, aí é acomodada, não vai perder a carreira Filho cresce, abandonou o emprego pra poder ficar com a criança E daqui a pouco não vai mais conseguir por causa da idade e tudo mais Aí se você volta a trabalhar, nossa, que absurdo, vai deixar a criança trabalhar costas da mãe, vai terceirizar a educação do filho por...",bem_maes,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_ee8d1372d1a391aa,motivador__indicacao_social_familiar,10.985352862849535,4,"Speaker 1 - Por exemplo, meu cabelo cresceu, de verdade, gente, meu cabelo, ele cresceu, tá mais grossinho, antigamente tava muito fino, aí eu falo pra minhas amigas, ó, eu tô utilizando tal coisa, o aquele de crescimento do Ceagirá, Eudora, o meu cabelo é fino, eu uso então aquele quartzo rosa da Boticário, porque pra mim é super, então eu vou falando assim desse jeito para as minhas amigas e elas vão me pedir, você acha que o meu cabelo é o que?",natura_3cs,nao_inferido,natura,consultoras,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_124f0c4d1195ab02,motivador__indicacao_social_familiar,10.30658838878017,4,"Eu penso assim, uma amiga que eu não conheço, amiga não, colega do trabalho, vai ter alguma coisa.",natura_3cs,nao_inferido,natura,consumidoras,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_c8cb62c97a6b1133,barreira__preco_alto_sem_valor,12.466355007791472,6,"Speaker 3 - Tem uma loja sem graça, meu, e olha, tô falando assim, gente, a gente tem repertório, somos classe A, B, cara, sem graça, cara, meu, não tinha nada que aquilo era dia das mães, atendimento impecável, isso eu não posso falar, mas assim, mas de resto, cara, eu nem entraria nessa loja, tá?",natura_3cs,nao_inferido,natura,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_d64503ab71e69ea1,barreira__preco_alto_sem_valor,9.242801279772484,4,"E, Carol, eu posso te chamar de Carol, como você prefere que a gente chame?",natura_3cs,nao_inferido,natura,consumidoras,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_eeb118edb6d745e0,barreira__preco_alto_sem_valor,9.099668129750562,5,"Se não for, esse é carona-herreira e ela tem o pequeno, porque o grande é muito caro, mas ela tem o pequeno.",3cs_perfumes,nao_inferido,nao_inferido,nao_inferido,entrevista_em_profundidade,m4a,pt,sem_persona_rodar_notebook_04
doc_500a84cf9936a539,barreira__preco_alto_sem_valor,8.81542699724518,4,"E assim, cara, a média de budget que as pessoas gastam lá, assim, com presente, que é a pontuatura, era de R$ 150 a R$ 300, cara, que é a média que ela vende, entendeu?",natura_3cs,nao_inferido,natura,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_e88651825b162294,barreira__preco_alto_sem_valor,7.505604834779218,4,"A Poli até falou, cara, muito legal, mas é uma coisa difícil de fazer, porque é caro, porque tudo mais.",3cs_perfumes,nao_inferido,nao_inferido,nao_inferido,entrevista_em_profundidade,m4a,pt,sem_persona_rodar_notebook_04
doc_ff5e78e6e44318bb,barreira__preco_alto_sem_valor,6.390977443609023,4,"Speaker 3 - Entendi o que você está falando, não é sobre grife né, mas assim, marca que quando você fala da marca, você fala assim, nossa tem uma cara de presente, essa marca tem cara de presente, é fácil dar presente dessa marca, entendeu?",natura_3cs,nao_inferido,natura,consumidoras,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_362e84f5248b2753,barreira__duvida_eficacia_claim,5.763688760806916,2,Speaker 8 - Será que você consegue entrar por ele de repente?,3cs_perfumes,nao_inferido,nao_inferido,lideres,entrevista_em_profundidade,m4a,pt,sem_persona_rodar_notebook_04
doc_478cbac543cfa72a,barreira__duvida_eficacia_claim,1.4100756313293168,2,"Se eu fosse colocar na ponta do lápis o quanto eu investi ou o quanto eu ganhei, será que essa balança ia ser positivo?",mercato_brasil,nao_inferido,nao_inferido,nao_inferido,nao_inferido,pdf,pt,sem_persona_rodar_notebook_04
doc_9ed820073ce06c76,barreira__duvida_eficacia_claim,1.400269681568302,4,"Será que, meu cabelo é bem longo, será que vai espumar?",biome,nao_inferido,nao_inferido,nao_inferido,nao_inferido,pdf,pt,sem_persona_rodar_notebook_04
doc_d61537ccd540a8ec,barreira__duvida_eficacia_claim,1.3467619159152127,2,"Não sei também, às vezes, se pode ser exagero duas semanas para uma pele idosa, para uma pele de terceira idade, mas se ela propõe isso, então me parece verdadeiro.",rosacea,brasil,nao_inferido,nao_inferido,nao_inferido,pdf,pt,sem_persona_rodar_notebook_04
doc_4fb6c79b4c64bba8,barreira__duvida_eficacia_claim,1.3373619297637327,2,Será que essa linha de produtos traz mesmo energia?,havana_iii,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_813751e4679e395b,barreira__duvida_eficacia_claim,1.3177834881728931,2,"Puxa, eu tenho esse projeto para entregar, mas será que eu fiz ele da forma rápida para tirar da minha frente?",biome,nao_inferido,nao_inferido,nao_inferido,nao_inferido,pdf,pt,sem_persona_rodar_notebook_04
doc_92e08de844168c3e,barreira__sensorial_negativo,2.0902612826603324,4,"Speaker 5 - A lo mejor propensos a irritación con cualquier producto, no sé si alguno de los compañeros les ha pasado que un rastrillo, un desodorante, incluso estando nuevos no le cae a tu piel, no es apto y de inmediato te produce una irritación tremenda y pues muy molesto a pesar de ser hombres, créeme que es.",jack_pearson,mexico,nao_inferido,nao_inferido,nao_inferido,pdf,es,sem_persona_rodar_notebook_04
doc_c3440e03873d8788,barreira__sensorial_negativo,1.9485181007076198,2,"Speaker 3 - Tem, em alguns pontos é mais oleoso, entre os seios é mais oleoso, o cotovelo é mais ressecado, o joelho é mais ressecado.",radiosa,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_5e45678d66a9df7e,barreira__sensorial_negativo,1.8142548596112311,3,"Experimentar, eu não sei se vai ter reação alérgica, depois eu vou levar pra casa uma coisa que pode me dar alergia, então não é uma coisa que eu compro.",compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_948ae088c8e6f14c,barreira__sensorial_negativo,1.7034247803478573,6,"Speaker 1 - Como unas especificaciones y digamos que lo que hemos visto es que esta línea tiene productos para barba y tiene productos de shampoo también, entonces pensando en esas especificaciones que ya se las voy a mostrar, no le paren bolas que están repetidas las letras y eso más es como el contenido de lo que les voy a leer entonces son como las especificaciones que tiene esta línea, entonces por ejemplo en la crema de barba hay una que previene la irritación y mantiene la piel saludable...",jack_pearson,mexico,nao_inferido,nao_inferido,nao_inferido,pdf,es,sem_persona_rodar_notebook_04
doc_9852515aa99fe494,barreira__sensorial_negativo,1.5488709545936252,2,"Speaker 3 - Não tem muita propaganda, você clica lá e você consegue navegar de boa, não fica abrindo várias janelas de várias propagandas de outras coisas que você não está interessada, em alguns sites tem muito isso, de repente você está vendo alguma coisa e de repente pula alguma coisa, Cine, a Netflix, curso de inglês, isso me irrita, se você tá no site você quer ver alguma coisa, você não, acho que tira pouco seu foco, sua direção.",compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_66b40b2eb6436092,barreira__sensorial_negativo,1.5376013419066257,2,"O creme de barbear, ele previne irritação e mantém a pele saudável.",jack_pearson,brasil,nao_inferido,nao_inferido,nao_inferido,pdf,pt,sem_persona_rodar_notebook_04
doc_362e84f5248b2753,barreira__canal_friccao_compra,11.527377521613833,2,"Por isso que ele tá demorando pouquinho, mas ele já vai entrar, tá bom?",3cs_perfumes,nao_inferido,nao_inferido,lideres,entrevista_em_profundidade,m4a,pt,sem_persona_rodar_notebook_04
doc_eb6a4496f5f5d136,barreira__canal_friccao_compra,2.968877968877969,2,"E assim, não demora para chegar, chega rápido.",compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_f17a8b4e6ffe8287,barreira__canal_friccao_compra,2.6434047052603753,2,"Desculpa a demora, mas eu ficava calculando ali.",natura_3cs,nao_inferido,natura,consultoras,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_cfb49b86362bd118,barreira__canal_friccao_compra,2.641739483844747,4,"Aí eu começo a pesquisar, igual esse caso do meu amigo, eu fui pesquisar e fui lá ver as canecas e tal, e às vezes demora pouquinho, pode demorar até mês.",natura_3cs,nao_inferido,natura,consumidoras,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_1434a07027866aa7,barreira__canal_friccao_compra,2.593774940143655,2,"Speaker 1 - Também tem muitos que demoram pra pagar pouquinho, né?",natura_3cs,nao_inferido,natura,consultoras,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_5e45678d66a9df7e,barreira__canal_friccao_compra,2.4190064794816415,4,"Demora, demoraria para chegar, então não, normalmente não.",compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_39321562bc6f4763,barreira__marca_comparacao_desvantagem,5.582693649685973,3,"Speaker 1 - ¿Oigan, y si no fuera Natura, podría ser otra marca, alguna otra marca de cuidado personal o de alguna otra marca de otra categoría?",rosacea,mexico,concorrencia,nao_inferido,nao_inferido,pdf,es,sem_persona_rodar_notebook_04
doc_d2d8ffad5d07749d,barreira__marca_comparacao_desvantagem,5.334650530995307,1,MEX_0404_22h00_C_2540años_Competencia.m...,rosacea,mexico,concorrencia,nao_inferido,nao_inferido,pdf,es,sem_persona_rodar_notebook_04
doc_25b8560e3c990709,barreira__marca_comparacao_desvantagem,4.906937394247039,1,MEX_0504_20h00_BC_2540años_Competencia....,rosacea,mexico,concorrencia,nao_inferido,nao_inferido,pdf,es,sem_persona_rodar_notebook_04
